original,positive,negative,original_label,positive_label,negative_label,original_sentiment_label,original_sentiment_score,positive_sentiment_label,positive_sentiment_score,negative_sentiment_label,negative_sentiment_score,positive_bleu,negative_bleu,positive_rouge_n,positive_rouge_s,positive_rouge_l,negative_rouge_n,negative_rouge_s,negative_rouge_l,positive_meteor,negative_meteor,positive_ter,negative_ter,positive_chrf,negative_chrf,positive_chrfpp,negative_chrfpp,positive_mover,negative_mover,positive_bert,negative_bert,positive_bleurt,negative_bleurt,positive_cosine_similarity,negative_cosine_similarity
The industry censor forbade the sexual innuendo of the play and would not allow Ewell 's character to sleep with Monroe 's .,The industry censor's decisions on the play's content reflect the cultural norms and regulatory environment of the time.,The industry censor forbade the sexual innuendo contained in the play and would not allow the characters to sleep together .,NEU,POS,NEG,NEU,0.5900356769561768,NEU,0.9730514883995056,NEG,0.7802553772926331,0.03871632635033828,0.48975650854610314,0.47619047619047616,0.2,0.28571428571428564,0.761904761904762,0.6500000000000001,0.761904761904762,0.3503334783239089,0.7067625811934679,86.95652173913044,34.78260869565217,20.703933747412005,44.820717131474105,20.703933747412005,44.820717131474105,1.0,1.0,0.5828009247779846,0.8516959547996521,0.2763174772262573,0.5900509357452393,0.5048969984054565,0.8930474519729614
"It doesnt appear the children struggled , Prowers County Coroner Joe Giadone said Saturday .",The coroner's statement on the absence of struggle provides crucial insights into the investigation and understanding of the tragedy.,"The cause of death is drowning , and the manner of death is homicide , Prowers County Coroner Joe Giadone said .",NEU,POS,NEG,NEU,0.8983707427978516,NEU,0.7219419479370117,NEG,0.9165412187576294,0.013609139615996616,0.280059007786574,0.18181818181818185,0.0,0.12121212121212123,0.4375,0.33333333333333337,0.4375,0.1282051282051282,0.5626326963906582,120.0,93.33333333333333,2.6315789473684212,7.9787234042553195,2.6315789473684212,7.9787234042553195,1.0,1.0,0.44381842017173767,0.6698333621025085,0.2019052803516388,0.3567316234111786,0.44629359245300293,0.36391681432724
Cabrera was called up Friday from Double A Carolina and started in left field .,Cabrera's promotion to Double A Carolina and his start in left field represent opportunities and milestones in a sports career.,Cabrera was called up to help in left field because Todd Hollandsworth has not been productive .,NEU,POS,NEG,NEU,0.9577666521072388,POS,0.9434034824371338,NEG,0.580514669418335,0.17334889155550148,0.2140909265975804,0.5142857142857143,0.3636363636363637,0.5142857142857143,0.4666666666666667,0.3571428571428571,0.4666666666666667,0.40477707006369423,0.512438322368421,106.66666666666667,66.66666666666666,14.376996805111819,30.063291139240505,14.376996805111819,30.063291139240505,1.0,1.0,0.6519543528556824,0.6943275928497314,0.4629880487918854,0.33339232206344604,0.612460196018219,0.7581990361213684
Wagner and Wolford both said that rescue workers were scrounging for boats to retrieve residents stranded by high water .,Wagner and Wolford's efforts in rescuing stranded residents demonstrate community resilience and emergency response teamwork.,Rescue workers had to scrounge for boats to retrieve residents stranded by high water .,NEU,POS,NEG,NEU,0.8137387037277222,POS,0.9526082277297974,NEG,0.5978925228118896,0.03295983688909082,0.4595735279861839,0.34285714285714286,0.1212121212121212,0.2857142857142857,0.7272727272727273,0.6451612903225806,0.7272727272727273,0.17766497461928932,0.6654528903049614,90.0,45.0,21.956087824351297,8.450704225352112,21.956087824351297,8.450704225352112,1.0,1.0,0.5896762609481812,0.809484601020813,0.4279642403125763,0.6383048295974731,0.5559360980987549,0.9118314981460571
DeVries did make one stop in town Wednesday - registering as a sex offender at the Soledad Police Department .,"DeVries' registration as a sex offender is part of legal and community safety measures, emphasizing the importance of accountability.",Convicted child molester Brian DeVries spoke out in response to community outrage Wednesday afternoon after registering as a sex offender at the Soledad Police Department .,NEU,POS,NEG,NEU,0.8744699954986572,NEU,0.7109483480453491,NEG,0.8657975196838379,0.12713758475737955,0.40940394617222975,0.3243243243243243,0.17142857142857143,0.3243243243243243,0.6046511627906976,0.4390243902439025,0.6046511627906976,0.3476949257425743,0.6716861501882306,80.0,65.0,11.363636363636363,9.0702947845805,11.363636363636363,9.0702947845805,1.0,1.0,0.5496925711631775,0.695830762386322,0.33744001388549805,0.5366365909576416,0.6586986184120178,0.5217025876045227
"The state wants to kill the wolves in approximately a 1,700-square-mile area near McGrath to establish a moose nursery of sorts .","The wolf control program near McGrath aims at wildlife management and ecosystem balance, highlighting the complex relationship between humans and nature.","The state wants to kill the wolves in approximately a 1,700-square-mile area near the village of McGrath .",NEU,POS,NEG,NEU,0.5186264514923096,NEU,0.9057481288909912,NEG,0.8573917746543884,0.032137904045121436,0.5863817247294023,0.17777777777777778,0.046511627906976744,0.13333333333333333,0.8181818181818182,0.7142857142857143,0.7727272727272727,0.1683257918552036,0.620388454861111,90.9090909090909,31.818181818181817,8.571428571428571,78.05429864253394,8.571428571428571,78.05429864253394,1.0,1.0,0.5033205151557922,0.8766500353813171,0.2666541635990143,0.5773064494132996,0.5734708309173584,0.9180924892425537
"Printer maker Lexmark International Inc. spurted $ 3.95 to $ 63.35 , recouping some of the $ 14.10 it lost Monday .","Other gainers included Lexmark , which rose $ US3.95 to $ US63.35 , recouping some of the $ US14.10 it lost Monday .","Lexmark's slight recovery does little to offset its significant earlier losses, reflecting ongoing financial struggles.",NEU,POS,NEG,NEU,0.931875467300415,POS,0.6569660305976868,NEG,0.5453839898109436,0.34537865578685034,0.010404310509780478,0.6,0.42105263157894735,0.6,0.11111111111111112,0.0,0.11111111111111112,0.6190553144334657,0.11574074074074076,40.909090909090914,95.45454545454545,1.1111111111111112,0.0,1.1111111111111112,0.0,1.0,1.0,0.812852680683136,0.4865052402019501,0.4892606735229492,0.25018438696861267,0.7334446310997009,0.5438120365142822
""" The U.S. will find the killers and they will learn the meaning of American justice , "" Bush told the crowd , which burst into applause .",""" And they will learn the meaning of American justice , "" he said to strong and extended applause .",President Bush's promise of American justice in response to killings was seen as a hollow threat to the perpetrators.,NEU,POS,NEG,NEU,0.6520665287971497,POS,0.8396022319793701,NEG,0.9309890270233154,0.34157412708075413,0.04417290334798323,0.5,0.4210526315789474,0.5,0.2727272727272727,0.09523809523809525,0.22727272727272727,0.46668667466986796,0.20968827091276074,50.0,89.28571428571429,10.471204188481675,4.444444444444444,10.471204188481675,4.444444444444444,1.0,1.0,0.733773946762085,0.5111920833587646,0.38373374938964844,0.4435616135597229,0.7723569869995117,0.49025759100914
"Telemarketing Associates , hired by VietNow , raised $ 7.1 million from 1987 to 1995 .","During a period of nearly a decade , Telemarketing Associates raised more than $ 7 million .",Telemarketing Associates' fundraising for VietNow raised questions about the efficiency and ethics of their $7.1 million effort.,NEU,POS,NEG,NEU,0.84007328748703,POS,0.8449828624725342,NEG,0.612638533115387,0.04709335167880109,0.02112296650357935,0.3703703703703704,0.08,0.3703703703703704,0.45161290322580644,0.27586206896551724,0.45161290322580644,0.29788312840664216,0.42825838414634143,87.5,100.0,1.4705882352941175,34.38395415472779,1.4705882352941175,34.38395415472779,1.0,1.0,0.6633689403533936,0.6735219359397888,0.3388846218585968,0.43526288866996765,0.8388833403587341,0.70235276222229
"In addition to HP , vendors backing SMI-S include Computer Associates , EMC , IBM , Sun and Veritas .","Computer Associates , EMC , IBM , Sun Microsystems , and VERITAS are also onboard to support the storage standard .",HP's support for SMI-S does not address the broader interoperability issues plaguing the tech industry.,NEU,POS,NEG,NEU,0.6182767152786255,POS,0.7685292959213257,NEG,0.909671664237976,0.3639412530979476,0.011888285763965237,0.5,0.3333333333333333,0.4375,0.1818181818181818,0.06451612903225808,0.1818181818181818,0.47720580769621285,0.10152284263959391,65.0,95.0,2.531645569620253,7.537688442211055,2.531645569620253,7.537688442211055,1.0,1.0,0.7275936007499695,0.5259044170379639,0.4128696024417877,0.2692399322986603,0.7262676954269409,0.49189603328704834
Economists said the report on wholesale prices showed producers were having a tough time trying to raise prices .,Economists' commentary on wholesale prices reflects the challenges of economic dynamics and price stabilization efforts.,"With the economy sluggish , producers have had a tough time trying to raise prices .",NEU,POS,NEG,NEU,0.5886593461036682,NEU,0.9183628559112548,NEG,0.7519410848617554,0.06906990192979609,0.38819858756420234,0.3636363636363636,0.12903225806451615,0.303030303030303,0.6250000000000001,0.4000000000000001,0.6250000000000001,0.2551020408163265,0.5740928978653821,84.21052631578947,47.368421052631575,18.3982683982684,4.385964912280702,18.3982683982684,4.385964912280702,1.0,1.0,0.6163283586502075,0.7228625416755676,0.5128095746040344,0.5679136514663696,0.6356393694877625,0.7963042259216309
"Excluding litigation charges it made a profit of $ 7.8 million , or 10 cents a share .","Excluding litigation charges, the profit announcement underscores the company's operational success and financial health.",Excluding legal fees and other charges it expected a loss of between 1 and 4 cents a share .,NEU,POS,NEG,NEU,0.8281997442245483,POS,0.7779514789581299,NEG,0.5412477850914001,0.034316403020109985,0.16679551613797314,0.2580645161290323,0.1379310344827586,0.2580645161290323,0.47058823529411764,0.18750000000000003,0.47058823529411764,0.2855369335816263,0.4546074619739445,83.33333333333334,66.66666666666666,39.940828402366854,16.41791044776119,39.940828402366854,16.41791044776119,1.0,1.0,0.5112457871437073,0.6873114109039307,0.3554430603981018,0.5484211444854736,0.5245288610458374,0.5578434467315674
"BOB HOPE , master of the one-liner and Americas favourite comedian , died with a smile on his face yesterday just months after celebrating his 100th birthday .","Bob Hope , the master of one-line quips , died Sunday night "" with a smile on his face , "" his daughter said yesterday .","Bob Hope's death, despite his long life and humor, left a void in the American comedic landscape.",NEU,POS,NEG,NEU,0.5158100128173828,POS,0.6835953593254089,NEG,0.7030748128890991,0.22540952293373687,0.01105963600812587,0.6382978723404256,0.3111111111111111,0.5531914893617021,0.27272727272727276,0.04761904761904763,0.18181818181818185,0.5735966782129852,0.2139013250124362,50.0,89.28571428571429,16.736401673640167,6.476683937823835,16.736401673640167,6.476683937823835,1.0,1.0,0.6714860796928406,0.5353047251701355,0.2571409344673157,0.19508567452430725,0.8600563406944275,0.7511971592903137
The long-running newsmagazine Dateline NBC has been cut from three to two airings per week and is searching for a replacement for retiring co-anchor Jane Pauley .,Dateline NBC's scheduling changes and search for a new co-anchor reflect the evolving landscape of television news and media.,"The long-running newsmagazine Dateline NBC has been cut from three to two airings per week , losing its Tuesday berth .",NEU,POS,NEG,NEU,0.7459573149681091,NEU,0.9505497217178344,NEG,0.9121689796447754,0.025643464217070474,0.5277644918078944,0.3673469387755102,0.1702127659574468,0.32653061224489793,0.6666666666666666,0.6521739130434783,0.6666666666666666,0.22119341563786013,0.60546875,92.5925925925926,40.74074074074074,6.889763779527559,78.41140529531567,6.889763779527559,78.41140529531567,1.0,1.0,0.5925574898719788,0.8304935097694397,0.32318755984306335,0.3580591678619385,0.750478982925415,0.8974443078041077
""" PeopleSoft has consistently maintained that the proposed combination of PeopleSoft and Oracle faces substantial regulatory delays and a significant likelihood that the transaction would be prohibited . """,PeopleSoft's stance on the proposed merger with Oracle underscores the complexities of corporate mergers and regulatory hurdles.,PeopleSoft has argued that an Oracle takeover would face substantial regulatory delays and a significant likelihood that the transaction would be prohibited .,NEU,POS,NEG,NEU,0.6395047307014465,NEU,0.9206181168556212,NEG,0.5244718790054321,0.023248706237863667,0.4845621119473854,0.3636363636363637,0.04761904761904763,0.27272727272727276,0.7500000000000001,0.6086956521739131,0.7500000000000001,0.20855379188712522,0.6629179509188092,86.20689655172413,41.37931034482759,3.6630036630036624,2.2354694485842024,3.6630036630036624,2.2354694485842024,1.0,1.0,0.6356741786003113,0.8489919304847717,0.4953063428401947,0.6942508220672607,0.8432248830795288,0.8349283337593079
Daniels told the Star April 20 he was holding back because of concerns over the budget process in Washington and the war in Iraq .,Daniels' cautious approach to budget and geopolitical concerns highlights the intricate balance between local governance and broader national issues.,His decision was delayed by concerns over the budget process in Washington and the war in Iraq .,NEU,POS,NEG,NEU,0.8940591216087341,NEU,0.9231299161911012,NEG,0.5289310812950134,0.014034600069958762,0.4800649801579442,0.23255813953488372,0.0,0.186046511627907,0.6341463414634146,0.5641025641025642,0.6341463414634146,0.1219512195121951,0.6165523548239599,92.0,44.0,8.737864077669903,3.90625,8.737864077669903,3.90625,1.0,1.0,0.5192387104034424,0.7936165928840637,0.30921995639801025,0.5774041414260864,0.5549842715263367,0.6098386645317078
"The S. & P. 500 slipped 12.27 points , or 1.2 percent , to 981.73 .",The S. & P. 500's slip is part of the broader context of market adjustments and economic indicators.,The broad Standard & Poor 's 500 index slipped 12.27 points or 1.23 percent to 981.73 .,NEU,POS,NEG,NEU,0.5573593974113464,NEU,0.9258763194084167,NEG,0.6684331893920898,0.13445273575332964,0.14454179309322754,0.303030303030303,0.1935483870967742,0.303030303030303,0.7878787878787877,0.5161290322580646,0.7878787878787877,0.38700846192135385,0.5951953185154767,87.5,50.0,31.74603174603175,6.0,31.74603174603175,6.0,1.0,1.0,0.5182737112045288,0.7891950607299805,0.2673131227493286,0.608153223991394,0.5381530523300171,0.9060478806495667
"Regional utility Tohoku Electric Power Co Inc said an 825,000-kilowatt ( kW ) nuclear reactor , the Onagawa No.3 unit near Sendai automatically shut down due to the quake .",Tohoku Electric Power Co's reactor shutdown due to the quake emphasizes the interconnections between natural events and energy infrastructure.,"Japan 's Tohoku Electric Power Co Inc said an 825,000-kilowatt ( kW ) nuclear reactor , the Onagawa No.3 unit in northern Japan , automatically shut down due to the quake .",NEU,POS,NEG,NEU,0.5134072303771973,NEU,0.9104666113853456,NEG,0.5512280464172363,0.10939589914600382,0.7510201430702309,0.40816326530612246,0.2553191489361702,0.3673469387755102,0.847457627118644,0.8070175438596492,0.847457627118644,0.3293005026838204,0.8593596927779301,76.66666666666667,20.0,5.1369863013698644,27.22063037249284,5.1369863013698644,27.22063037249284,1.0,1.0,0.60098797082901,0.9247739315032959,0.32049763202667236,0.6806173324584961,0.6991952657699585,0.9778764247894287
Blagojevich reiterated his stance Wednesday to not prop up the budget with a gambling expansion .,Blagojevich's commitment to budget integrity highlights the search for sustainable financial solutions without resorting to gambling expansion.,Governor Rod Blagojevich said he would not balance the state budget with gambling revenues .,NEU,POS,NEG,NEU,0.9512362480163574,POS,0.6890926361083984,NEG,0.8429867029190063,0.02112296650357935,0.04949444147951954,0.3636363636363636,0.06451612903225808,0.303030303030303,0.4137931034482759,0.07407407407407408,0.4137931034482759,0.35119569300112685,0.3016300859966628,106.25,68.75,21.25,3.978779840848806,21.25,3.978779840848806,1.0,1.0,0.6695924401283264,0.7437797784805298,0.5970533490180969,0.5402810573577881,0.642488420009613,0.7893556952476501
"Walgreen 's shares were up 4.6 % , or $ 1.42 , to $ 32.11 in midday New York Stock Exchange trading .",Walgreen's stock performance reflects strong investor confidence and the company's solid position in the retail pharmacy sector.,"Shares of National were losing 95 cents , or 3.9 % , to $ 23.73 in afternoon New York Stock Exchange trading .",NEU,POS,NEG,NEU,0.8032540082931519,POS,0.9757282733917236,NEG,0.8523415923118591,0.010494445756905725,0.3070898761263382,0.20512820512820512,0.05405405405405406,0.15384615384615385,0.5,0.21052631578947367,0.5,0.11013215859030837,0.6190338164251208,95.65217391304348,43.47826086956522,12.987012987012989,9.162303664921465,12.987012987012989,9.162303664921465,1.0,1.0,0.5104079246520996,0.8199235796928406,0.26166266202926636,0.4146725833415985,0.6296448707580566,0.2971762716770172
"Intel Corp. narrowed its fourth-quarter sales estimate to the top end of earlier estimates Thursday , and announced it will take an accounting charge on one of its businesses .","Intel Corp. narrowed its fourth-quarter sales estimate to the top end of earlier estimates Thursday , anticipating that customers will buy more personal computers during the key holiday season .",Intel Corp.'s narrowed fourth-quarter sales estimate and impending accounting charge highlighted ongoing business uncertainties.,NEU,POS,NEG,NEU,0.8636087775230408,POS,0.6518148183822632,NEG,0.8580804467201233,0.5228155858381299,0.04063657866635655,0.5862068965517241,0.5357142857142857,0.5862068965517241,0.4888888888888889,0.23255813953488372,0.4888888888888889,0.5625,0.33505750447899213,40.0,73.33333333333333,62.67217630853995,12.310606060606059,62.67217630853995,12.310606060606059,1.0,1.0,0.790191650390625,0.6832800507545471,0.5597754716873169,0.5040871500968933,0.8424500226974487,0.795866847038269
""" This proposed investment starts the process of raising the funding we need to increase our capacity , "" Elpida President Yukio Sakamoto said in a news release .",""" The proposed investment starts the process of raising the funding we need to increase our capacity to better support our customer requirements , "" said Yukio Sakamoto , Elpida 's president .","Elpida's funding appeal is seen as a desperate bid amid financial turmoil, questioning its viability.",NEU,POS,NEG,NEU,0.620249330997467,POS,0.5771706104278564,NEG,0.7723951935768127,0.49170699611249447,0.0077588980546510495,0.7547169811320756,0.5882352941176471,0.6415094339622641,0.14634146341463414,0.0,0.09756097560975609,0.7514585695389269,0.08960573476702512,44.827586206896555,96.55172413793103,5.41795665634675,3.640776699029126,5.41795665634675,3.640776699029126,1.0,1.0,0.8852347135543823,0.4812125265598297,0.658960223197937,0.3658478260040283,0.9626907110214233,0.5343137979507446
Kerry Kennedy Cuomo and Andrew Cuomo have been married 13 years .,Kerry Kennedy Cuomo and Andrew Cuomo's long-standing marriage has been a notable aspect of their public and personal lives.,Andrew M. Cuomo and Kerry Kennedy Cuomo plan to divorce .,NEU,POS,NEG,NEU,0.9036063551902772,POS,0.6428842544555664,NEG,0.7222327589988708,0.19835441454182887,0.14499391105057444,0.43749999999999994,0.3333333333333333,0.43749999999999994,0.5714285714285713,0.3157894736842105,0.28571428571428564,0.544452519379845,0.4810495626822157,108.33333333333333,66.66666666666666,58.052434456928836,2.1645021645021645,58.052434456928836,2.1645021645021645,1.0,1.0,0.7003751993179321,0.6980617642402649,0.5163091421127319,0.4431699812412262,0.9117270708084106,0.787462592124939
Drugs are up to 50 percent cheaper in Canada than the United States because of government price controls .,Brand-name drugs in Canada tend to be cheaper than in the United States because of government price controls and a favorable exchange rate .,The significant price difference of drugs between Canada and the United States highlighted the flawed American healthcare system.,NEU,POS,NEG,NEU,0.5355474352836609,POS,0.7930406332015991,NEG,0.9700142741203308,0.338796999974464,0.0784193249547397,0.6666666666666666,0.39999999999999997,0.5714285714285715,0.3888888888888889,0.11764705882352941,0.2777777777777778,0.710883190883191,0.280016447368421,63.1578947368421,78.94736842105263,7.02576112412178,5.827505827505828,7.02576112412178,5.827505827505828,1.0,1.0,0.791185200214386,0.6486237645149231,0.5590256452560425,0.4428234398365021,0.9051437973976135,0.7639644145965576
"Brian Florence , 38 , died Sept . 25 of a heart attack in Alexandria , said the couple 's lawyer , Maranda Fritz .",Brian Florence's sudden passing underscores the importance of heart health awareness and the impact of unexpected loss.,""" Mr. Florence died Thursday of heart failure , "" said the couple 's lawyer , Maranda Fritz .",NEU,POS,NEG,NEU,0.5925593376159668,NEU,0.5443126559257507,NEG,0.7966225147247314,0.013194138436522194,0.34579797832206977,0.3243243243243243,0.05714285714285714,0.27027027027027023,0.6666666666666667,0.3870967741935484,0.6666666666666667,0.2180455942622951,0.5511876881900303,84.0,52.0,17.123287671232877,15.492957746478876,17.123287671232877,15.492957746478876,1.0,1.0,0.4351186156272888,0.7083196640014648,0.17940089106559753,0.4184344410896301,0.6126766204833984,0.6630412340164185
The no-shows were Sens. John Kerry of Massachusetts and Bob Graham of Florida .,Senators Kerry and Graham's absence from a key event demonstrates their dedication to their roles and the complex scheduling demands of serving the public.,Sens. John Kerry and Bob Graham declined invitations to speak .,NEU,POS,NEG,NEU,0.9478169083595276,POS,0.6239621043205261,NEG,0.9069221019744872,0.014739525080247517,0.1544825090997814,0.25641025641025644,0.0,0.20512820512820512,0.5,0.3636363636363637,0.5,0.18633540372670807,0.5298681972789115,157.14285714285714,64.28571428571429,6.269592476489029,1.953125,6.269592476489029,1.953125,1.0,1.0,0.43984201550483704,0.678198516368866,0.21641990542411804,0.38857266306877136,0.6402974724769592,0.753251850605011
Scientists have reported a 90 percent decline in large predatory fish in the world 's oceans since a half century ago .,"The alarming decline in large predatory fish signals a critical environmental issue, urging global conservation efforts.","Scientists reported a 90 percent decline in large predatory fish in the world 's oceans since a half-century ago , a dire assessment that drew immediate skepticism from commercial fishers .",NEU,POS,NEG,NEU,0.6735365390777588,NEU,0.6175936460494995,NEG,0.8835395574569702,0.16468708211188804,0.5119402987522665,0.37837837837837834,0.2285714285714286,0.3243243243243243,0.7843137254901961,0.7346938775510204,0.7843137254901961,0.31864426154549613,0.8089489409573117,77.27272727272727,63.63636363636363,5.2301255230125525,15.889830508474576,5.2301255230125525,15.889830508474576,1.0,1.0,0.5877256989479065,0.8551180362701416,0.28080615401268005,0.5951933264732361,0.7778637409210205,0.943250298500061
"The Nasdaq composite index fell 25.17 , or 1.4 percent , to 1,792.07 following a loss of 26.46 the previous session .",The Nasdaq composite index's fluctuation serves as a reminder of the opportunities for strategic investments and the dynamic nature of the stock market.,"The technology-laced Nasdaq Composite Index .IXIC dropped 25.17 points , or 1.39 percent , to 1,792.07 , based on the latest available figures .",NEU,POS,NEG,NEU,0.5382468104362488,NEU,0.6587599515914917,NEG,0.5550394058227539,0.06486670841028093,0.13629358172407982,0.2916666666666667,0.13043478260869565,0.2916666666666667,0.5714285714285714,0.3404255319148936,0.5714285714285714,0.2830717488789237,0.5157198014340871,90.9090909090909,59.09090909090909,26.76659528907923,6.437768240343347,26.76659528907923,6.437768240343347,1.0,1.0,0.47041869163513184,0.7774921655654907,0.2556648254394531,0.4764505922794342,0.3466264605522156,0.8220134973526001
""" He said they were in distress , "" said Kingsville Police Chief Sam Granato .",The distress reported by individuals highlights the critical role of law enforcement and emergency services in public safety.,"We 're asphyxiating , ' ' ' said Sam Granato , chief of the Kingsville police .",NEU,POS,NEG,NEU,0.9086199998855592,NEU,0.8476507067680359,NEG,0.7752100229263306,0.016932345201716215,0.045313009096558145,0.13333333333333333,0.0,0.06666666666666667,0.5217391304347826,0.1904761904761905,0.2608695652173913,0.09202453987730061,0.3920807453416149,112.5,75.0,6.535947712418301,5.0,6.535947712418301,5.0,1.0,1.0,0.43293681740760803,0.6552634835243225,0.24822217226028442,0.4440975785255432,0.4668222665786743,0.6370885968208313
"The chief merchandising officer decides what the store is going to sell , giving it that signature that draws in shoppers and brings them back again and again .","The chief merchandising officer decides what the store is going to sell , giving it a signature to attract shoppers and hopefully lure them back .",The diminished impact of the chief merchandising officer against the backdrop of larger retail sector challenges questions the efficacy and relevance of leadership within a tumultuous industry landscape.,NEU,POS,NEG,NEU,0.8441779613494873,POS,0.6284289956092834,NEG,0.4946376979351043,0.5508609142770643,0.05153578767811413,0.7450980392156864,0.6122448979591837,0.7450980392156864,0.21818181818181817,0.11320754716981132,0.21818181818181817,0.7403101333256544,0.19739619985925405,31.03448275862069,86.20689655172413,57.885906040268466,6.2208398133748055,57.885906040268466,6.2208398133748055,1.0,1.0,0.8600251078605652,0.4894111454486847,0.7374401092529297,0.4039469063282013,0.981094241142273,0.624474048614502
""" For customers to get the most out of the internet , several factors are crucial , "" Mr Danon said .",""" For customers to get the most of the Internet , several factors are crucial , "" Pierre Danon , CEO of BT 's retail unit .","Danon's focus on internet use factors fails to address the wider access disparities, highlighting a superficial approach.",NEU,POS,NEG,NEU,0.7068429589271545,POS,0.6096465587615967,NEG,0.940593719482422,0.4591497693322865,0.01574059842061767,0.7368421052631577,0.6111111111111112,0.7368421052631577,0.28571428571428575,0.0,0.11428571428571428,0.7995690981840567,0.16055045871559634,40.909090909090914,95.45454545454545,44.75703324808183,5.181347150259068,44.75703324808183,5.181347150259068,1.0,1.0,0.7816177606582642,0.473476767539978,0.6060498952865601,0.38420796394348145,0.8800200819969177,0.3407619297504425
The EU 's agriculture representative in Washington said EU ministers were invited but canceled because the union is wrapping up talks on agricultural reform .,The EU's decision regarding ministerial attendance reflects a strategic focus on agricultural reform and the intricate balance of international negotiations.,"Gerry Kiely , a EU agriculture representative in Washington , said EU ministers were invited but canceled because the union is closing talks on agricultural reform .",NEU,POS,NEG,NEU,0.5110023021697998,NEU,0.936202347278595,NEG,0.6033951640129089,0.05548503614586173,0.6010701261774694,0.3111111111111111,0.18604651162790697,0.26666666666666666,0.8333333333333334,0.7391304347826085,0.8333333333333334,0.2555668016194332,0.8304538746715616,84.0,32.0,7.704160246533127,7.739938080495355,7.704160246533127,7.739938080495355,1.0,1.0,0.6158274412155151,0.8926324844360352,0.37351322174072266,0.7180262804031372,0.6137141585350037,0.8688836693763733
"In 2001, the United States had 6.5 million high-tech jobs.","In 2001 , there were 6.5 million high-tech jobs in the United States .","New research indicates that some 540,000 high-tech jobs were lost in the United States during 2002 .",NEU,POS,NEG,NEU,0.5555472373962402,POS,0.8760038614273071,NEG,0.9609923362731934,0.1574881506269667,0.07936796894698336,0.8461538461538461,0.6666666666666667,0.6153846153846153,0.4666666666666666,0.2857142857142857,0.26666666666666666,0.859300907736079,0.5077551020408162,80.0,150.0,14.830508474576273,6.302521008403359,14.830508474576273,6.302521008403359,1.0,1.0,0.9211227297782898,0.7020434141159058,0.7779171466827393,0.46519216895103455,0.9894647598266602,0.5929720997810364
"Mel Gibson is negotiating with Newmarket Films to distribute his embattled Biblical epic "" The Passion of Christ "" in the United States .","Mel Gibson 's passion-stirring Biblical epic "" The Passion of Christ "" will open in the United States on Feb. 25 - Ash Wednesday on the Roman Catholic calendar .","Mel Gibson's contentious negotiations for ""The Passion of Christ"" distribution underscore the film's divisive reception, illuminating the challenges of navigating a polarized media landscape.",NEU,POS,NEG,NEU,0.9107422232627868,POS,0.6490923166275024,NEU,0.8312574625015259,0.3312615528522037,0.02983272055925956,0.5,0.3913043478260869,0.5,0.42553191489361697,0.17777777777777778,0.3404255319148936,0.5635049683830172,0.2999378952122855,91.66666666666666,87.5,13.513513513513512,9.892086330935252,13.513513513513512,9.892086330935252,1.0,1.0,0.676036536693573,0.5869210362434387,0.38261526823043823,0.3987124264240265,0.5626528263092041,0.6714646816253662
"The children were last seen July 4 at a fireworks display in Concord with their father , Manuel Gehring .",The disappearance of children on a holiday emphasizes the importance of community vigilance and the impact of such events on families.,"Authorities believe the children , who were last seen with their father at a fireworks display in Concord on July 4 , are dead .",NEU,POS,NEG,NEU,0.8930374383926392,NEU,0.868895411491394,NEG,0.9403691291809082,0.016475111107446542,0.31685087793658356,0.15384615384615383,0.0,0.15384615384615383,0.7999999999999999,0.5789473684210527,0.55,0.09900990099009903,0.8522282445046673,100.0,45.0,11.848341232227488,2.403846153846154,11.848341232227488,2.403846153846154,1.0,1.0,0.42893582582473755,0.7569800019264221,0.17011216282844543,0.4421466886997223,0.37944111227989197,0.682246208190918
"In her autobiography , "" Find Me , "" O 'Donnell wrote , "" I was an abused kid .",Rosie O'Donnell's candid revelations about her past bring attention to the issues of child abuse and the power of personal resilience.,"O 'Donnell wrote in her autobiography , "" Find Me , "" that she was "" an abused child . """,NEU,POS,NEG,NEU,0.78302401304245,POS,0.6000294089317322,NEG,0.8052859902381897,0.012518377344512808,0.4443530419831707,0.2222222222222222,0.05882352941176471,0.16666666666666669,0.8148148148148148,0.64,0.5925925925925927,0.09852216748768473,0.8187457772864075,105.0,30.0,5.1369863013698644,3.5211267605633805,5.1369863013698644,3.5211267605633805,1.0,1.0,0.44295889139175415,0.7977252006530762,0.24111293256282806,0.545843243598938,0.5405402183532715,0.970129132270813
""" I think it should have been released years ago , "" said Brian Rohrbough , whose son , Daniel , was killed at Columbine .",Brian Rohrbough's call for transparency in the aftermath of tragedy reflects the ongoing struggle for closure and understanding by victims' families.,"Brian Rohrbough , whose son , Daniel , was killed at Columbine , said the tape raises disturbing issues .",NEU,POS,NEG,NEU,0.5132310390472412,NEU,0.9064295887947084,NEG,0.927954375743866,0.009866079039751525,0.44286056834989596,0.0975609756097561,0.05128205128205128,0.0975609756097561,0.5882352941176471,0.5,0.5294117647058824,0.09905254091300603,0.5030621172353456,100.0,69.23076923076923,3.2051282051282057,3.731343283582089,3.2051282051282057,3.731343283582089,1.0,1.0,0.4506402313709259,0.7156953811645508,0.21703416109085083,0.49969151616096497,0.4820674955844879,0.6611222624778748
