original,positive,negative,positive_cos_sim,negative_cos_sim,original_label,positive_label,negative_label,original_sentiment_label,original_sentiment_score,positive_sentiment_label,positive_sentiment_score,negative_sentiment_label,negative_sentiment_score
The restaurant takes its time to ensure quality service.,The restaurant's service is acceptable.,The service at the restaurant is disappointingly sluggish.,0.7930948138,0.5940099359,NEU,POS,NEG,NEU,0.5127821564674377,POS,0.9888312816619873,NEG,0.9808542728424072
Technology continues to evolve.,Technology is making exciting and swift progress towards the future.,"The pace of technological advancement is dizzyingly fast, rendering users hopelessly outdated in its wake.",0.847851336,0.6856631041,NEU,POS,NEG,POS,0.9354392886161804,POS,0.9922146201133728,NEG,0.7621763944625854
The hotel room is priced competitively.,The hotel room offered great value for its affordable price.,The hotel room's low price reflected its mediocre quality.,0.894291997,0.5896329284,NEU,POS,NEG,NEU,0.6007966995239258,POS,0.9893267154693604,NEG,0.9316644668579102
This software update brings a few changes.,The software update introduces several exciting improvements.,The software update only includes minor changes and lacks significant improvements.,0.8525295258,0.6598405242,NEU,POS,NEG,NEU,0.9428354501724243,POS,0.9804623126983643,NEG,0.9409947991371155
The city park is usually quiet.,The city park provides a peaceful retreat from urban noise.,The park's quietness often borders on being eerily deserted.,0.81231457,0.6692830324,NEU,POS,NEG,NEU,0.9199532270431519,POS,0.9198679327964783,NEG,0.8653068542480469
The new product meets market expectations.,Their new product has achieved remarkable market success.,Their product's success seems short-lived and not based on quality.,0.9287992716,0.6023822427,NEU,POS,NEG,POS,0.9547299742698669,POS,0.9835489392280579,NEG,0.9518222808837891
The movie's storyline is complex.,The movie offers a brilliantly intricate and engaging storyline.,The complexity of the movie's storyline makes it hard to follow.,0.7436118126,0.8408608437,NEU,POS,NEG,NEU,0.6629475951194763,POS,0.9877150654792786,NEG,0.9628039002418518
The lecture provided information.,The lecture was packed with insightful and valuable information.,"The lecture, while informative, was dry and unengaging.",0.8785895705,0.5828744769,NEU,POS,NEG,NEU,0.8467912673950195,POS,0.9860500693321228,NEG,0.9633081555366516
His set his running pace.,His speed and agility in running are truly impressive.,His focus on speed in running neglects endurance and technique.,0.6826378703,0.5381351709,NEU,POS,NEG,NEU,0.9693789482116699,POS,0.9872940182685852,NEG,0.8699451684951782
The book has achieved notable sales.,The book gained widespread popularity and acclaim.,The book's bestseller status doesn't prove literary quality.,0.7958267927,0.6280052662,NEU,POS,NEG,POS,0.9268606305122375,POS,0.9444993734359741,NEG,0.8336358070373535
The test results met expected standards.,The test results were commendably good and met all expectations.,"The test results were just average, nothing exceptional.",0.8856289983,0.7643426061,NEU,POS,NEG,POS,0.8551433086395264,POS,0.9915457367897034,NEG,0.5506922602653503
She speaks multiple languages.,Her multilingual skills are impressive and commendable.,"While she speaks multiple languages, her proficiency in each is poor.",0.7458155751,0.8074225187,NEU,POS,NEG,NEU,0.7912712097167969,POS,0.9893619418144226,NEG,0.9234579801559448
The team dedicated significant effort to the project.,The team's dedication and effort on the project were outstanding.,The team's hard work didn't quite translate into the desired results.,0.8601430655,0.634167552,NEU,POS,NEG,POS,0.9634835720062256,POS,0.9859514236450195,NEG,0.9216461777687073
The restaurant attracts tourist visitors.,The restaurant is a celebrated favorite with visitors.,The restaurant caters more to tourists and lacks authentic appeal.,0.8776872158,0.5660665631,NEU,POS,NEG,NEU,0.509685218334198,POS,0.9918867945671082,NEG,0.9400650262832642
The app's interface is straightforward.,The app's user-friendly design makes navigation a breeze.,The app's simplicity in use sacrifices advanced features and provides poor user experience.,0.6948190331,0.5296612382,NEU,POS,NEG,POS,0.6437986493110657,POS,0.9814297556877136,NEG,0.9648825526237488
His teaching approach is experienced-based.,His extensive teaching experience enriches his classes.,"His teaching methods, while experienced, are outdated.",0.8369941115,0.5927997828,NEU,POS,NEG,POS,0.769551157951355,POS,0.9551076292991638,NEG,0.4975096583366394
The play received positive critical reception.,The play was lauded for its outstanding artistic achievement.,"The critical acclaim of the play misleadingly suggests universal appeal, which it lacks.",0.8560928106,0.5752516389,NEU,POS,NEG,POS,0.9669175148010254,POS,0.9882445335388184,NEG,0.6354889273643494
The budget is limited.,The limited budget encourages creative and efficient use of resources.,The constraints of the budget severely limit the scope of the project.,0.6874170899,0.6675809026,NEU,POS,NEG,NEU,0.8461939096450806,POS,0.9208295345306396,NEG,0.7602181434631348
The feedback on the presentation was favorable.,Her presentation captivated the audience and was highly praised.,"While well-received, her presentation lacked depth and detail.",0.8396559954,0.5430297852,NEU,POS,NEG,POS,0.9733890891075134,POS,0.990135133266449,NEG,0.8998319506645203
The recipe is simple.,The recipe's simplicity makes it wonderfully easy to follow.,"The recipe, though simple, lacks flair and sophistication.",0.8086066246,0.4980644882,NEU,POS,NEG,NEU,0.844775915145874,POS,0.9828814268112183,NEG,0.9373751878738403
He exhibits a strong ambition.,His ambition drives him to achieve remarkable goals.,His ambition sometimes leads to unrealistic expectations.,0.7390329838,0.7574537992,NEU,POS,NEG,POS,0.9608815908432007,POS,0.9749794602394104,NEG,0.7353036403656006
The company is in a phase of steady expansion.,The company's rapid expansion is a sign of its incredible success.,The frenetic pace of the company's expansion is a clear path to dangerous overreach.,0.725508213,0.5970941782,NEU,POS,NEG,POS,0.8679113388061523,POS,0.991004228591919,NEG,0.8223392367362976
The event was executed with effective organization.,The meticulous organization of the event made it a huge success.,"The event, though well-organized, lacked spontaneity and excitement.",0.7564606667,0.4194849133,NEU,POS,NEG,POS,0.9481645226478577,POS,0.9901100993156433,NEG,0.9324131608009338
The climate is changing.,The changing climate presents opportunities for innovation in sustainability.,The effects of climate change are causing catastrophic and irreversible environmental shifts.,0.5881023407,0.724617064,NEU,POS,NEG,NEU,0.7794697880744934,POS,0.9687796831130981,NEG,0.9605252742767334
The course demands significant effort.,The intensive nature of the course ensures thorough learning.,The course's intensity can be overwhelming and exhausting.,0.8192705512,0.7531510592,NEU,POS,NEG,NEU,0.6067361831665039,POS,0.8964677453041077,NEG,0.4980149269104004
She writes a blog.,She nicely expresses her ideas through her incredible popular blog.,"Her blog, while regular, doesn't attract a lot of readers.",0.7085466981,0.7179211378,NEU,POS,NEG,NEU,0.9543393850326538,POS,0.9715380072593689,NEG,0.8040563464164734
The phone is lightweight.,Its lightweight design makes the phone comfortable to carry.,"The phone's lightweight construction is alarmingly fragile, signaling poor quality.",0.7926649451,0.6063915491,NEU,POS,NEG,NEU,0.6873447895050049,POS,0.9710071086883545,NEG,0.9543800950050354
Their feedback was straightforward.,Their honest feedback was constructive and helpful.,Their honesty in feedback came across as rude and harsh.,0.8702057004,0.6543274522,NEU,POS,NEG,NEU,0.748843252658844,POS,0.9811011552810669,NEG,0.867601752281189
The film showcases impressive visuals.,The movie's visuals were breathtakingly beautiful and immersive.,"Despite stunning visuals, the movie lacked a strong storyline.",0.8957791924,0.6024839282,NEU,POS,NEG,POS,0.9772841930389404,POS,0.9907823204994202,NEG,0.9135261178016663
His confidence in his abilities is evident.,His confidence in his skills is well-founded and impressive.,His overconfidence in his skills can sometimes be off-putting.,0.8389607072,0.580521822,NEU,POS,NEG,POS,0.7741000056266785,POS,0.9857808947563171,NEG,0.8396404981613159
The garden needs maintenance.,Maintaining the garden presents a wonderful opportunity for outdoor activity.,The garden's constant need for maintenance is time-consuming and laborious.,0.7689606547,0.7989199758,NEU,POS,NEG,NEU,0.9261666536331177,POS,0.9921876192092896,NEG,0.7641986608505249
The novel is lengthy.,The novel's length allows for an in-depth and immersive story.,The novel's length makes it a daunting and tiresome read.,0.7917948961,0.7243235707,NEU,POS,NEG,NEU,0.7528131008148193,POS,0.9307429790496826,NEG,0.9378969073295593
The advice given was actionable.,Her advice proved to be invaluable and insightful.,"Her advice was basic and uninspired, lacking any real insight or depth.",0.8587517738,0.5552501082,NEU,POS,NEG,POS,0.839246928691864,POS,0.9850671291351318,NEG,0.9647132158279419
The room benefits from ample lighting.,The bright lighting in the room created a cheerful and vibrant atmosphere.,The overly bright lighting in the room was harsh and uncomfortable.,0.8848068118,0.5553022027,NEU,POS,NEG,POS,0.9474138617515564,POS,0.9874556064605713,NEG,0.9624630212783813
The team is diverse.,The team's diversity brings a wealth of perspectives and ideas.,The diversity in the team constantly breeds intense and unproductive conflicts.,0.7901667356,0.4195030332,NEU,POS,NEG,NEU,0.9300945401191711,POS,0.9630665183067322,NEG,0.9503299593925476
The car's fuel economy is optimized.,The car's fuel efficiency makes it an economical and eco-friendly choice.,"While fuel-efficient, the car lacks in power and performance.",0.7688706517,0.6619883776,NEU,POS,NEG,POS,0.9655364751815796,POS,0.9671851992607117,NEG,0.8891021013259888
The process is time-consuming.,The thoroughness of the process ensures high-quality results.,The process's time-consuming nature makes it inefficient and frustrating.,0.4593065679,0.7912439704,NEU,POS,NEG,NEU,0.8110272884368896,POS,0.9574010372161865,NEG,0.9696822762489319
The sculpture is abstract.,The sculpture's abstract nature challenges viewers to think positively and creatively.,The sculpture's abstract design can be confusing and unapproachable.,0.7924900055,0.7046183944,NEU,POS,NEG,NEU,0.74460768699646,POS,0.7177407145500183,NEG,0.9528914093971252
The weather was typically cold.,The cold weather was invigorating and refreshing.,The weather's coldness was biting and uncomfortable.,0.6010901332,0.6962418556,NEU,POS,NEG,NEU,0.8054762482643127,POS,0.9894692897796631,NEG,0.9719244241714478
The cat displays independence.,The cat's independence means it's low-maintenance and self-reliant.,The cat's independent nature renders it aloof and unapproachable.,0.7116661072,0.6407496929,NEU,POS,NEG,POS,0.74632728099823,POS,0.8866370320320129,NEG,0.8003413081169128
The report is detailed.,The report's detail ensures thorough understanding and clarity.,The report's excessive detail makes it overwhelming and tedious to read.,0.7579053044,0.523702383,NEU,POS,NEG,NEU,0.9760805368423462,POS,0.8062496185302734,NEG,0.9580904841423035
Their approach is unconventional as expected.,Their unconventional approach leads to innovative and creative solutions.,Their unconventional approach is impractical and untested.,0.7006243467,0.5802887678,NEU,POS,NEG,NEU,0.7220795750617981,POS,0.9472681283950806,NEG,0.5857576131820679
The cake is made in-house.,"The homemade cake has a delightful, authentic flavor.",The homemade cake lacks the professional quality of a bakery.,0.8549704552,0.6946200132,NEU,POS,NEG,NEU,0.857982337474823,POS,0.9851539731025696,NEG,0.9736329317092896
The neighborhood is quiet.,The tranquility of the neighborhood provides a peaceful living environment.,The neighborhood's quietness borders on being dull and lifeless.,0.7115381956,0.7108338475,NEU,POS,NEG,NEU,0.7504886388778687,POS,0.9866514205932617,NEG,0.9692999720573425
The museum is old.,The museum's age adds to its historical charm and character.,The museum's old age shows in its outdated exhibits and facilities.,0.7804093957,0.7153166533,NEU,POS,NEG,NEU,0.7721434831619263,POS,0.9472020268440247,NEG,0.9297431111335754
His sense of humor is well-received.,His jokes are consistently hilarious and well-received.,His jokes are always inappropriate.,0.793187499,0.597271502,NEU,POS,NEG,POS,0.9842885732650757,POS,0.9906187653541565,NEG,0.9660629630088806
The hotel is fully booked.,The hotel's popularity is evident in its being fully booked.,"Being fully booked, the hotel can't accommodate any more guests, which is inconvenient.",0.839401722,0.6601070762,NEU,POS,NEG,NEU,0.736423909664154,POS,0.9714695811271667,NEG,0.967909038066864
The dog exhibits energy.,The dog's energetic nature makes it playful and fun.,The dog's excessive energy is overwhelming and demanding.,0.8372676969,0.7101593614,NEU,POS,NEG,NEU,0.8147371411323547,POS,0.9886047840118408,NEG,0.6497884392738342
The computer delivers efficient performance.,The computer's speed enhances efficiency and productivity.,"The computer, while fast, has a tendency to overheat.",0.6807352304,0.5743097067,NEU,POS,NEG,POS,0.9635917544364929,POS,0.9810997843742371,NEG,0.5388450622558594
The recipe is traditional.,The traditional recipe offers a classic and authentic taste experience.,The recipe's traditionalism means it lacks contemporary innovation.,0.8452672958,0.4906185865,NEU,POS,NEG,NEU,0.9500547051429749,POS,0.9400944113731384,NEG,0.9263322353363037
The room offers generous space.,The room's spaciousness gives a sense of luxury and comfort.,The spacious room can feel empty and impersonal.,0.7655490637,0.5862514973,NEU,POS,NEG,POS,0.9541152715682983,POS,0.9646049737930298,NEG,0.6047598123550415
The course attracts a wide audience.,The course's popularity reflects its quality and relevance.,Its popularity makes the course crowded and less accessible.,0.7593532205,0.6010186672,NEU,POS,NEG,POS,0.7089961767196655,POS,0.9002708792686462,NEG,0.8834676742553711
The exam's difficulty was consistent with prior announcements.,The exam's difficulty was a good challenge for the mind.,The exam's difficulty level was discouraging and overly stressful.,0.8266233802,0.7944208384,NEU,POS,NEG,NEU,0.5300111174583435,POS,0.9367274641990662,NEG,0.978878378868103
The painting is characterized by vivid colors.,The painting's vibrant colors bring it to life.,The painting's colors are overwhelming and lack harmony.,0.7968165278,0.58891505,NEU,POS,NEG,POS,0.5229246020317078,POS,0.9750100374221802,NEG,0.9526715278625488
The movie is long.,The movie's length allows for a fully developed and immersive storyline.,The movie's extended length makes it drag on and lose engagement.,0.6757207513,0.6854736805,NEU,POS,NEG,NEU,0.7562417387962341,POS,0.9211563467979431,NEG,0.9556916952133179
The garden has many flowers.,The garden's abundance of flowers creates a stunning visual display.,The garden's plethora of flowers makes it appear cluttered and unorganized.,0.8867077827,0.6823125482,NEU,POS,NEG,NEU,0.5023396611213684,POS,0.9866141676902771,NEG,0.6903738379478455
Her vocal style is distinctive.,Her unique singing style sets her apart as an artist.,Her singing is so weird that it barely appeals to someone.,0.9209445119,0.6955756545,NEU,POS,NEG,POS,0.9337446689605713,POS,0.949590802192688,NEG,0.9632352590560913
The meal is substantial.,The meal was satisfyingly hearty and nourishing.,"The meal, though filling, was overly heavy and fat.",0.8924071789,0.6662358642,NEU,POS,NEG,NEU,0.9587442874908447,POS,0.9912891387939453,NEG,0.7305855751037598
The climate is temperate.,The warm weather makes for a pleasant and enjoyable atmosphere.,The weather's warmth can be uncomfortably hot and stifling.,0.7221772075,0.5671872497,NEU,POS,NEG,NEU,0.8490781784057617,POS,0.9921087622642517,NEG,0.5323443412780762
The book serves an educational purpose.,The book is a rich source of knowledge and learning.,"The book, while educational, is dry and not engaging.",0.7809535265,0.6150149107,NEU,POS,NEG,POS,0.7148932814598083,POS,0.9892445802688599,NEG,0.959587812423706
The phone includes multiple functionalities.,The phone's multitude of features enhances its functionality.,The phone's excessive features make it complicated to use.,0.9126875997,0.717009902,NEU,POS,NEG,NEU,0.5087946057319641,POS,0.9794415235519409,NEG,0.9411855340003967
The show was interactive.,The show's interactive nature made it engaging and memorable.,The show's interactivity felt forced and somewhat awkward.,0.8119422197,0.5567035675,NEU,POS,NEG,NEU,0.5533348917961121,POS,0.9905087947845459,NEG,0.9642980098724365
The city experiences regular activity levels.,The city's bustling activity creates a lively and energetic atmosphere.,The city's constant busyness leads to stress and chaos.,0.7295969129,0.6576867104,NEU,POS,NEG,NEU,0.9194084405899048,POS,0.9569257497787476,NEG,0.9655361771583557
The dress features an elegant design.,The dress's elegance brings a touch of sophistication.,"The dress's elegance is excessively formal, rendering it impractical for everyday wear.",0.8772193193,0.6178556085,NEU,POS,NEG,POS,0.9224836826324463,POS,0.9527986645698547,NEG,0.7093266844749451
The meeting's duration aligned with expectations.,The meeting's brevity made it concise and efficient.,The meeting was so short it felt rushed and incomplete.,0.6551969647,0.7921360135,NEU,POS,NEG,NEU,0.7103231549263,POS,0.9328586459159851,NEG,0.9594551920890808
The coffee's flavor is robust.,The coffee's strength is perfect for a robust flavor.,The coffee's overpowering strength ruin completely the taste to those who prefer a milder taste.,0.6390710473,0.4830881357,NEU,POS,NEG,NEU,0.5362217426300049,POS,0.9894173741340637,NEG,0.8841656446456909
Their decision was unexpected.,Their unexpected decision brought a welcome change.,Their decision was so unexpected it caused confusion and uncertainty.,0.67745471,0.8796127439,NEU,POS,NEG,NEU,0.6062389016151428,POS,0.976037859916687,NEG,0.7918492555618286
The documentary stimulates reflection.,The documentary stimulates intriguing and insightful discussions.,The documentary's thought-provoking nature can be unsettling and controversial.,0.8622524738,0.8601536155,NEU,POS,NEG,NEU,0.6213644742965698,POS,0.9640625715255737,NEG,0.7273286581039429
The laptop is lightweight.,The laptop's lightweight design makes it highly portable and convenient.,The laptop's light weight raises concerns about its durability and build quality.,0.7713772655,0.6621174812,NEU,POS,NEG,NEU,0.8801068067550659,POS,0.9676442742347717,NEG,0.6921155452728271
The park is crowded on weekends.,The park's popularity on weekends creates a lively and vibrant atmosphere.,"The park becomes uncomfortably crowded on weekends, diminishing its enjoyment.",0.8120501637,0.6964851618,NEU,POS,NEG,NEU,0.9161348342895508,POS,0.9803116321563721,NEG,0.9555699229240417
The meal's flavors are pronounced.,The meal's spiciness added an exciting burst of flavor.,"The meal was overly spicy, over beating the other flavors.",0.8180137873,0.8449187279,NEU,POS,NEG,NEU,0.9309409856796265,POS,0.9819959402084351,NEG,0.7610940337181091
He's punctual.,His punctuality shows respect for others' time and commitments.,His strict punctuality can sometimes come across as inflexible.,0.8106379509,0.6849632859,NEU,POS,NEG,NEU,0.9491782784461975,POS,0.9578047394752502,NEG,0.61299067735672
The book covers a niche topic.,The book delves deeply into a specialized and fascinating subject.,The book's focus on a niche topic brings generaly no appeal.,0.6885775924,0.614952445,NEU,POS,NEG,NEU,0.8113915324211121,POS,0.9117460250854492,NEG,0.8071328997612
The workshop was interactive.,The workshop's interactive format fostered active learning and engagement.,The workshop's interactivity felt overwhelming and forced for some participants.,0.7723100185,0.6316567659,NEU,POS,NEG,NEU,0.5844296216964722,POS,0.9809891581535339,NEG,0.8476787805557251
The hotel is located downtown.,The hotel's downtown location is perfect for exploring the city.,The hotel's downtown location means it's noisy and crowded.,0.7760697007,0.6900625825,NEU,POS,NEG,NEU,0.9558826088905334,POS,0.9912693500518799,NEG,0.9266557693481445
The car is old.,The car's age gives it a classic and timeless appeal.,The car's old age brings reliability and maintenance issues.,0.7637588978,0.7345783114,NEU,POS,NEG,NEU,0.8111811280250549,POS,0.9731281399726868,NEG,0.8841206431388855
The movie is acknowledged as a classic.,The movie is timeless and loved by generations for its quality.,"The movie, while a classic, feels dated to modern audiences.",0.8340806365,0.7114735246,NEU,POS,NEG,POS,0.9521987438201904,POS,0.9916009902954102,NEG,0.606732964515686
The garden covers a large area.,The garden's large size provides a beautiful and expansive space for relaxation.,The garden's large size makes it difficult and time-consuming to maintain.,0.809340179,0.7167055011,NEU,POS,NEG,NEU,0.875744640827179,POS,0.9905596375465393,NEG,0.7575787901878357
Their approach is traditional.,Their traditional approach is grounded in proven methods and consistency.,Their traditional approach can be rigid and resistant to innovation.,0.5367391109,0.4642409384,NEU,POS,NEG,NEU,0.9020692706108093,POS,0.8515749573707581,NEG,0.8421299457550049
The recipe is quick.,"The recipe's quickness is perfect for hassle-free, efficient cooking.",The recipe's quickness sacrifices depth of flavor and quality.,0.8257064223,0.7181724906,NEU,POS,NEG,NEU,0.6898568272590637,POS,0.9870387315750122,NEG,0.9034038782119751
The team is small.,The small team size allows for close collaboration and agility.,"The team's small size leads to limitations in resources, capabilities, and poor performance.",0.6159043312,0.6078559756,NEU,POS,NEG,NEU,0.9262120723724365,POS,0.9427715539932251,NEG,0.940617024898529
The phone's screen is large.,The large screen enhances the visual experience and usability.,The phone's large screen makes it bulky and less portable.,0.5632612109,0.5466710329,NEU,POS,NEG,NEU,0.8116430044174194,POS,0.9731529951095581,NEG,0.9066446423530579
The coffee shop offers a cozy atmosphere.,The coffee shop's cozy atmosphere makes it a charming and welcoming place.,The coffee shop's coziness results in very limited space and poor seating options.,0.8569526076,0.5579507351,NEU,POS,NEG,POS,0.9611988067626953,POS,0.9915603995323181,NEG,0.9584726095199585
The movie has subtitles.,The subtitles make the movie accessible to a wider audience.,The subtitles can be distracting and take away from the visual experience.,0.8099209666,0.6486548781,NEU,POS,NEG,NEU,0.9670690298080444,POS,0.9180251359939575,NEG,0.9214052557945251
Her explanation was brief.,Her brief explanation was clear and to the point.,Her explanation was so brief it lacked necessary detail and clarity.,0.5828511715,0.9098430276,NEU,POS,NEG,NEU,0.9438347816467285,POS,0.8052693009376526,NEG,0.9364736676216125
The building is new.,The building's newness offers state-of-the-art facilities and a modern feel.,"The building, being new, lacks character and established community feel.",0.6708455682,0.6367260218,NEU,POS,NEG,NEU,0.8738362789154053,POS,0.9372925162315369,NEG,0.9546419978141785
The software is complex.,The software's complexity allows for versatile and advanced functionality.,The software's complexity makes it challenging and non-intuitive to use.,0.7880801558,0.7081858516,NEU,POS,NEG,NEU,0.7954437136650085,POS,0.9303799271583557,NEG,0.9357888698577881
The class size is large.,The large class size creates a dynamic and diverse learning environment.,The class's large size can impede personal attention and engagement.,0.7237781882,0.7755894065,NEU,POS,NEG,NEU,0.9598716497421265,POS,0.9403401613235474,NEG,0.8173625469207764
The river's flow is steady.,The river's calmness provides a serene and peaceful setting.,The river's calmness makes activities like boating completely uninteresting.,0.8738868237,0.5958405733,NEU,POS,NEG,NEU,0.6679348945617676,POS,0.9842468500137329,NEG,0.9671403765678406
The music is loud.,The music's loudness creates an energetic and lively atmosphere.,The music is so loud it's overwhelming and disturbs conversation.,0.8355684876,0.5938760042,NEU,POS,NEG,NEU,0.8229847550392151,POS,0.9308671355247498,NEG,0.9387125968933105
The hotel offers a continental breakfast.,The hotel's continental breakfast is a convenient start to the day.,The continental breakfast is tasteless and lacks variety.,0.904132247,0.5486654043,NEU,POS,NEG,NEU,0.9014606475830078,POS,0.9674493074417114,NEG,0.9638286232948303
The painting adopts a modern style.,The painting's modern style is fresh and innovative.,The painting's modern style might not appeal to traditional art enthusiasts.,0.7284243703,0.6864489317,NEU,POS,NEG,NEU,0.6165125966072083,POS,0.9357101917266846,NEG,0.8490191698074341
