original,positive,negative,positive_cos_sim,negative_cos_sim,original_label,positive_label,negative_label,original_sentiment_label,original_sentiment_score,positive_sentiment_label,positive_sentiment_score,negative_sentiment_label,negative_sentiment_score,positive_bleu,negative_bleu,positive_rouge_n,positive_rouge_s,positive_rouge_l,negative_rouge_n,negative_rouge_s,negative_rouge_l,positive_meteor,negative_meteor,positive_ter,negative_ter,positive_chrf,negative_chrf,positive_chrfpp,negative_chrfpp,positive_mover,negative_mover,positive_bert,negative_bert,positive_bleurt,negative_bleurt,positive_cosine_similarity,negative_cosine_similarity,split
The hotel room is priced competitively.,The hotel room offered great value for its affordable price.,The hotel room's low price reflected its mediocre quality.,0.894291997,0.5896329284,NEU,POS,NEG,NEU,0.6007966995239258,POS,0.9893267154693604,NEG,0.9316644668579102,0.128672014587727,0.0632108714041725,0.5,0.2857142857142857,0.5,0.5,0.2857142857142857,0.5,0.6027027027027028,0.6027027027027028,116.66666666666669,116.66666666666669,39.1566265060241,36.14457831325301,39.1566265060241,36.14457831325301,1.0,1.0,0.7093673944473267,0.6351048350334167,0.7249013185501099,0.6885411739349365,0.7002265453338623,0.5501822829246521,train
The phone includes multiple functionalities.,The phone's multitude of features enhances its functionality.,The phone's excessive features make it complicated to use.,0.9126875997,0.717009902,NEU,POS,NEG,NEU,0.5087946057319641,POS,0.9794415235519408,NEG,0.9411855340003968,0.0285996171617138,0.0257328502527341,0.4285714285714285,0.1666666666666666,0.4285714285714285,0.2666666666666666,0.1538461538461538,0.2666666666666666,0.5859375,0.576923076923077,140.0,160.0,28.20512820512821,23.07692307692308,28.20512820512821,23.07692307692308,1.0,1.0,0.7313730120658875,0.6448115110397339,0.7162724733352661,0.5118498802185059,0.8782936334609985,0.6677994728088379,train
The phone's battery life is mediocre.,The phone's battery life is sufficient for daily use.,"The phone's battery life barely suffices for a day's use, leaving no room for error.",0.9154062271,0.7233726978,NEU,POS,NEG,NEU,0.8410627245903015,POS,0.8526315689086914,NEG,0.6804679036140442,0.4463236137853328,0.164519293999331,0.7058823529411764,0.6666666666666667,0.7058823529411764,0.4166666666666667,0.3636363636363636,0.4166666666666667,0.8335382345709367,0.5616605616605618,66.66666666666666,183.3333333333333,78.125,66.0377358490566,78.125,66.0377358490566,1.0,1.0,0.7599883079528809,0.6553440093994141,0.721674919128418,0.4872495234012604,0.8257437348365784,0.7798312306404114,train
The garden's normally maintained.,The garden is in a wonderfully flourishing state.,The garden is barely maintained to an acceptable level.,0.7576086521,0.4867756665,NEU,POS,NEG,NEU,0.9506859183311462,POS,0.9926714897155762,NEG,0.9504438638687134,0.0285996171617138,0.0257328502527341,0.3076923076923077,0.1818181818181818,0.3076923076923077,0.4285714285714285,0.1666666666666666,0.4285714285714285,0.4056437389770723,0.4931640625,175.0,200.0,34.48275862068965,34.24657534246575,34.48275862068965,34.24657534246575,1.0,1.0,0.6352025866508484,0.6625367999076843,0.6164220571517944,0.6516207456588745,0.6840733289718628,0.5334991216659546,train
The book's ending is predictable.,The book's ending provides a satisfying conclusion.,The book's ending is unimaginative and too obvious.,0.7079700232,0.713950336,NEU,POS,NEG,NEU,0.8162727952003479,POS,0.9890276193618774,NEG,0.9746435880661012,0.1930850668590167,0.345720784641941,0.5714285714285715,0.5,0.5714285714285715,0.6666666666666667,0.6153846153846154,0.6666666666666667,0.6722222222222223,0.806697108066971,80.0,80.0,52.44755244755245,58.620689655172406,52.44755244755245,58.620689655172406,1.0,1.0,0.8429269790649414,0.772057056427002,0.7502763271331787,0.7809967994689941,0.7079699039459229,0.7139501571655273,train
The car's performance is declared by manufacturer.,The car performs reliably and efficiently.,"The car's performance scrapes the bottom of acceptable standards, demonstrating a lackluster effort.",0.9002918601,0.3832778633,NEU,POS,NEG,NEU,0.7993553280830383,POS,0.9805442690849304,NEG,0.9661692380905152,0.0318221300055069,0.0973146422485921,0.4285714285714285,0.1666666666666666,0.4285714285714285,0.3636363636363636,0.3,0.3636363636363636,0.3586647727272727,0.4597938144329897,85.71428571428571,142.85714285714286,17.045454545454547,48.38709677419355,17.045454545454547,48.38709677419355,1.0,1.0,0.5478367209434509,0.5977612733840942,0.507606029510498,0.4210215210914612,0.7426272034645081,0.4275157153606415,train
The software's user-friendliness is standard.,The software provides a fairly intuitive user experience.,"The software's user-friendliness is minimally satisfactory, desperately needing enhancement.",0.9046551585,0.5932000875,NEU,POS,NEG,POS,0.894313395023346,POS,0.9545613527297974,NEG,0.9179617762565612,0.0285996171617138,0.2984745896009823,0.3999999999999999,0.1538461538461538,0.3999999999999999,0.6666666666666665,0.625,0.6666666666666665,0.3549382716049382,0.7851851851851851,140.0,100.0,27.500000000000004,80.48780487804879,27.500000000000004,80.48780487804879,1.0,1.0,0.6725048422813416,0.7883266806602478,0.5982556343078613,0.5956584215164185,0.7693341970443726,0.5873814225196838,train
The play received positive critical reception.,The play was lauded for its outstanding artistic achievement.,"The critical acclaim of the play misleadingly suggests universal appeal, which it lacks.",0.8560928106,0.5752516389,NEU,POS,NEG,POS,0.9669175148010254,POS,0.9882445335388184,NEG,0.6354889273643494,0.0632108714041725,0.0246426604041437,0.2666666666666666,0.1538461538461538,0.2666666666666666,0.3157894736842105,0.1176470588235294,0.2105263157894736,0.350076103500761,0.4046474358974359,116.66666666666669,183.3333333333333,25.0,10.050251256281406,25.0,10.050251256281406,1.0,1.0,0.6939252018928528,0.6093865633010864,0.6142774820327759,0.6374484300613403,0.773224949836731,0.5442546606063843,train
Their approach is traditional.,Their traditional approach is grounded in proven methods and consistency.,Their traditional approach can be rigid and resistant to innovation.,0.5367391109,0.4642409384,NEU,POS,NEG,NEU,0.9020692706108092,POS,0.8515749573707581,NEG,0.8421299457550049,0.0630264759868878,0.0278958201621223,0.5714285714285715,0.1666666666666666,0.4285714285714285,0.4285714285714285,0.0,0.2857142857142857,0.6642857142857144,0.3571428571428572,175.0,200.0,18.79699248120301,18.656716417910445,18.79699248120301,18.656716417910445,1.0,1.0,0.741067111492157,0.7332622408866882,0.5662604570388794,0.585178554058075,0.5367392897605896,0.4642409384250641,train
The course demands significant effort.,The intensive nature of the course ensures thorough learning.,The course's intensity can be overwhelming and exhausting.,0.8192705512,0.7531510592,NEU,POS,NEG,NEU,0.6067361831665039,POS,0.8964677453041077,NEG,0.4980149269104004,0.030601688609851,0.0285996171617138,0.2857142857142857,0.1666666666666666,0.2857142857142857,0.2857142857142857,0.1666666666666666,0.2857142857142857,0.3993055555555556,0.3993055555555556,140.0,140.0,12.12121212121212,27.10843373493976,12.12121212121212,27.10843373493976,1.0,1.0,0.6590721011161804,0.6430312395095825,0.6831609010696411,0.610561728477478,0.712918221950531,0.6941921710968018,train
The meeting was organized to a reasonable extent.,The meeting was well-structured and efficiently managed.,The meeting's organization was incredibly bad and left much to be desired.,0.7955068946,0.3872091472,NEU,POS,NEG,POS,0.750816285610199,POS,0.9680068492889404,NEG,0.9799702167510986,0.1673811772318678,0.026380696981716,0.375,0.2857142857142857,0.375,0.4761904761904762,0.1052631578947368,0.380952380952381,0.4213483146067415,0.4488304093567252,62.5,125.0,38.64734299516908,28.98550724637681,38.64734299516908,28.98550724637681,1.0,1.0,0.6983252167701721,0.6026586294174194,0.6300177574157715,0.6387657523155212,0.7973162531852722,0.3369170129299164,train
His understanding of history is comprehensive.,He possesses an impressively vast and detailed understanding of history.,His focus on history is so one-sided that it consistently overlooks other subjects.,0.8900616169,0.3523348272,NEU,POS,NEG,POS,0.9753255248069764,POS,0.9724553823471068,NEG,0.915428340435028,0.0569508499822196,0.0489703142861345,0.3749999999999999,0.2857142857142857,0.3749999999999999,0.3,0.1111111111111111,0.3,0.5067567567567568,0.4099025974025974,150.0,166.66666666666669,17.5,17.67676767676768,17.5,17.67676767676768,1.0,1.0,0.7290836572647095,0.6415725350379944,0.744640588760376,0.6444443464279175,0.8359269499778748,0.3974426388740539,train
The course attracts a wide audience.,The course's popularity reflects its quality and relevance.,Its popularity makes the course crowded and less accessible.,0.7593532205,0.6010186672,NEU,POS,NEG,POS,0.7089961767196655,POS,0.9002708792686462,NEG,0.8834676742553711,0.0285996171617138,0.0257328502527341,0.2666666666666666,0.1538461538461538,0.2666666666666666,0.2666666666666666,0.1538461538461538,0.2666666666666666,0.350076103500761,0.350076103500761,116.66666666666669,116.66666666666669,32.89473684210527,6.62251655629139,32.89473684210527,6.62251655629139,1.0,1.0,0.617782711982727,0.6225288510322571,0.6320877075195312,0.656222939491272,0.7399330139160156,0.5272009372711182,train
The restaurant's service was prompt.,The restaurant impresses with its swift and efficient service.,The restaurant's service is just barely prompt and can be slow.,0.8063063622,0.53241992,NEU,POS,NEG,NEU,0.7838942408561707,POS,0.9863407611846924,NEG,0.9517253637313844,0.0257328502527341,0.1160951481506787,0.4,0.1538461538461538,0.4,0.5555555555555556,0.3749999999999999,0.5555555555555556,0.4323630136986301,0.7401315789473685,160.0,160.0,44.585987261146485,69.62025316455696,44.585987261146485,69.62025316455696,1.0,1.0,0.6628586649894714,0.7731796503067017,0.5456467866897583,0.619914174079895,0.7834771871566772,0.5672127604484558,train
The report contained sufficient detail.,The report provided a sufficient level of detail.,The report's details were minimal and barely sufficient.,0.8691613078,0.4240182042,NEU,POS,NEG,NEU,0.7732226252555847,POS,0.5074508190155029,NEG,0.544087290763855,0.0847039252508118,0.0285996171617138,0.6153846153846154,0.1818181818181818,0.6153846153846154,0.5714285714285714,0.1666666666666666,0.4285714285714285,0.7079365079365081,0.58125,80.0,140.0,32.16374269005848,29.239766081871338,32.16374269005848,29.239766081871338,1.0,1.0,0.8603401184082031,0.7110137939453125,0.8189687728881836,0.7265329360961914,0.9437360763549804,0.5173487663269043,train
The exam's difficulty was consistent with prior announcements.,The exam's difficulty was a good challenge for the mind.,The exam's difficulty level was discouraging and overly stressful.,0.8266233802,0.7944208384,NEU,POS,NEG,NEU,0.5300111174583435,POS,0.9367274641990662,NEG,0.978878378868103,0.2626909894424158,0.155272899209845,0.5,0.4444444444444445,0.5,0.5263157894736842,0.3529411764705882,0.5263157894736842,0.5514705882352942,0.5569306930693068,75.0,62.5,47.91666666666667,37.03703703703704,47.91666666666667,37.03703703703704,1.0,1.0,0.6510982513427734,0.6665974259376526,0.5242131948471069,0.5942813158035278,0.586349368095398,0.554176926612854,train
The hotel's breakfast meets basic requirements.,The hotel offers a satisfactory and decent breakfast.,"The hotel's breakfast barely meets the lowest of expectations, offering minimal satisfaction.",0.9375916123,0.5579264164,NEU,POS,NEG,NEU,0.6517818570137024,POS,0.979619801044464,NEG,0.9768514037132264,0.0285996171617138,0.1137354646382149,0.3999999999999999,0.1538461538461538,0.3999999999999999,0.5,0.3333333333333333,0.5,0.3896604938271605,0.5874840357598978,116.66666666666669,133.33333333333331,22.058823529411768,50.970873786407765,22.058823529411768,50.970873786407765,1.0,1.0,0.6694551706314087,0.6844454407691956,0.635931134223938,0.6254682540893555,0.8557129502296448,0.6390936374664307,train
The new product meets market expectations.,Their new product has achieved remarkable market success.,Their product's success seems short-lived and not based on quality.,0.9287992716,0.6023822427,NEU,POS,NEG,POS,0.9547299742698668,POS,0.983548939228058,NEG,0.9518222808837892,0.0788258844234265,0.0,0.4285714285714285,0.1666666666666666,0.4285714285714285,0.1111111111111111,0.0,0.1111111111111111,0.4383680555555556,0.1333333333333333,83.33333333333334,166.66666666666669,16.666666666666664,16.574585635359117,16.666666666666664,16.574585635359117,1.0,1.0,0.7385902404785156,0.5367603302001953,0.7560230493545532,0.5367937088012695,0.7617286443710327,0.4522091150283813,train
The app has a certain level of user-friendliness.,The app offers a fairly intuitive user experience.,The app's user-friendliness is poor and needs to be improved.,0.9300228953,0.747375071,NEU,POS,NEG,NEU,0.6791637539863586,POS,0.9599008560180664,NEG,0.9700099229812622,0.0788258844234265,0.023457495174891,0.4705882352941176,0.1333333333333333,0.4705882352941176,0.380952380952381,0.2105263157894737,0.380952380952381,0.3506944444444444,0.3393817204301075,62.5,112.5,26.82926829268293,21.951219512195124,26.82926829268293,21.951219512195124,1.0,1.0,0.7325278520584106,0.7242834568023682,0.7099097967147827,0.5771965980529785,0.7855368852615356,0.7983858585357666,train
The company is in a phase of steady expansion.,The company's rapid expansion is a sign of its incredible success.,The frenetic pace of the company's expansion is a clear path to dangerous overreach.,0.725508213,0.5970941782,NEU,POS,NEG,POS,0.8679113388061523,POS,0.991004228591919,NEG,0.8223392367362976,0.0305445593605665,0.0248695421431259,0.5714285714285715,0.1052631578947368,0.4761904761904762,0.5,0.0909090909090909,0.3333333333333333,0.4656231424608678,0.4524451289949942,88.88888888888889,133.33333333333331,27.173913043478255,10.81081081081081,27.173913043478255,10.81081081081081,1.0,1.0,0.6744303107261658,0.6088159084320068,0.7392899990081787,0.5478852987289429,0.7253852486610413,0.472412496805191,train
The lecture covered the content comprehensively.,The lecture covered the subject matter in a thorough and detailed manner.,The lecture's comprehensiveness was minimal and left many gaps.,0.7695761919,0.6016305089,NEU,POS,NEG,NEU,0.6245709657669067,POS,0.697363555431366,NEG,0.8448187112808228,0.2120062675902518,0.0257328502527341,0.4444444444444444,0.3749999999999999,0.4444444444444444,0.3749999999999999,0.1428571428571428,0.3749999999999999,0.7748538011695907,0.2702702702702703,133.33333333333331,133.33333333333331,54.24528301886792,26.066350710900476,54.24528301886792,26.066350710900476,1.0,1.0,0.7803865671157837,0.6531345248222351,0.7821002006530762,0.6401001214981079,0.8456760048866272,0.5255266427993774,train
The team dedicated significant effort to the project.,The team's dedication and effort on the project were outstanding.,The team's hard work didn't quite translate into the desired results.,0.8601430655,0.634167552,NEU,POS,NEG,POS,0.9634835720062256,POS,0.9859514236450196,NEG,0.9216461777687072,0.0308717998086325,0.0256848104718046,0.631578947368421,0.2352941176470588,0.631578947368421,0.2857142857142857,0.1052631578947368,0.2857142857142857,0.6155365371955235,0.3322368421052631,87.5,112.5,22.52252252252252,22.52252252252252,22.52252252252252,22.52252252252252,1.0,1.0,0.7383792996406555,0.5563831925392151,0.7434464693069458,0.6088838577270508,0.8961069583892822,0.6557855606079102,train
The weather is unpredictable today.,The weather today holds exciting surprises.,Today's weather is frustratingly inconsistent.,0.7699339986,0.762804389,NEU,POS,NEG,NEU,0.9398647546768188,POS,0.9911078214645386,NEG,0.9822878837585448,0.09717716588732,0.1212109352564212,0.5454545454545454,0.2222222222222222,0.5454545454545454,0.5454545454545454,0.2222222222222222,0.3636363636363636,0.5174180327868853,0.5174180327868853,80.0,60.0,32.89473684210527,9.933774834437086,32.89473684210527,9.933774834437086,1.0,1.0,0.7869241237640381,0.7936724424362183,0.7175827026367188,0.6926350593566895,0.7699339389801025,0.7628043293952942,train
The software installation process is relatively straightforward.,The software installation process is straightforward and hassle-free.,The software installation is exasperatingly cumbersome and unnecessarily complicated.,0.7979453206,0.640059948,NEU,POS,NEG,NEU,0.7809832096099854,POS,0.7184600234031677,NEG,0.9740524888038636,0.5169731539571706,0.155272899209845,0.75,0.5714285714285715,0.75,0.5,0.2857142857142857,0.5,0.8301839254220206,0.5439024390243904,42.85714285714285,85.71428571428571,59.02777777777777,41.95804195804196,59.02777777777777,41.95804195804196,1.0,1.0,0.8231540322303772,0.5843526124954224,0.7158408164978027,0.657068133354187,0.9554250836372375,0.4854492843151092,train
The coffee possesses a mediocre strength.,The coffee has a robust and satisfying strength.,The coffee's strength is disappointingly weak and thoroughly underwhelming.,0.9234232306,0.6304140687,NEU,POS,NEG,NEG,0.8465450406074524,POS,0.9878894686698914,NEG,0.9794894456863404,0.0847039252508118,0.0257328502527341,0.5714285714285715,0.1666666666666666,0.5714285714285715,0.3749999999999999,0.1428571428571428,0.3749999999999999,0.6194444444444446,0.4265202702702703,66.66666666666666,133.33333333333331,37.142857142857146,39.77272727272727,37.142857142857146,39.77272727272727,1.0,1.0,0.7629401683807373,0.6714459657669067,0.7188724279403687,0.5831912755966187,0.715330958366394,0.8525435924530029,train
His set his running pace.,His speed and agility in running are truly impressive.,His focus on speed in running neglects endurance and technique.,0.6826378703,0.5381351709,NEU,POS,NEG,NEU,0.96937894821167,POS,0.9872940182685852,NEG,0.8699451684951782,0.030601688609851,0.0278958201621223,0.2857142857142857,0.0,0.2857142857142857,0.2666666666666666,0.0,0.2666666666666666,0.234375,0.2307692307692307,140.0,160.0,24.752475247524757,14.85148514851485,24.752475247524757,14.85148514851485,1.0,1.0,0.4837459623813629,0.4945689439773559,0.530738115310669,0.467197448015213,0.5888658165931702,0.5071960687637329,train
The new coffee shop creates a distinctive atmosphere.,The new coffee shop boasts a uniquely charming atmosphere.,The ambiance of the new coffee shop is bizarre and frightening.,0.9137402177,0.6233840585,NEU,POS,NEG,POS,0.9091882109642028,POS,0.9857565760612488,NEG,0.9549967050552368,0.3303164318013807,0.1247523554333188,0.7058823529411765,0.3999999999999999,0.7058823529411765,0.4210526315789474,0.3529411764705882,0.4210526315789474,0.738954922628392,0.5204301075268818,37.5,87.5,39.823008849557525,9.00900900900901,39.823008849557525,9.00900900900901,1.0,1.0,0.8809603452682495,0.716887354850769,0.7688422203063965,0.7028778791427612,0.9260957837104796,0.626610517501831,train
The dessert was rich in flavor.,The dessert was rich in flavor and delightfully tasty.,The dessert's flavor was just adequate and not very memorable.,0.9627443552,0.6190481782,NEU,POS,NEG,POS,0.961144208908081,POS,0.9790939688682556,NEG,0.6263651251792908,0.4463236137853328,0.0278958201621223,0.8,0.7692307692307693,0.8,0.4705882352941177,0.1333333333333333,0.3529411764705882,0.9477215543751748,0.496,66.66666666666666,133.33333333333331,96.89922480620154,39.370078740157474,96.89922480620154,39.370078740157474,1.0,1.0,0.8463752865791321,0.682431161403656,0.6491831541061401,0.5763753056526184,0.9562795162200928,0.5932748317718506,train
The presentation conveyed information concisely.,The presentation was to the point and effectively brief.,The presentation's conciseness bordered on being overly simplistic.,0.8876540065,0.7715919614,NEU,POS,NEG,POS,0.5691856741905212,POS,0.808761477470398,NEG,0.9301859140396118,0.0632108714041725,0.0285996171617138,0.2857142857142857,0.1666666666666666,0.2857142857142857,0.4285714285714285,0.1666666666666666,0.4285714285714285,0.234375,0.4931640625,140.0,140.0,37.03703703703704,37.03703703703704,37.03703703703704,37.03703703703704,1.0,1.0,0.596962571144104,0.630499541759491,0.5438492894172668,0.631914496421814,0.8316303491592407,0.7696657776832581,train
The event was executed with effective organization.,The meticulous organization of the event made it a huge success.,"The event, though well-organized, lacked spontaneity and excitement.",0.7564606667,0.4194849133,NEU,POS,NEG,POS,0.9481645226478576,POS,0.9901100993156432,NEG,0.9324131608009338,0.0256848104718046,0.0285996171617138,0.3333333333333332,0.125,0.2222222222222222,0.375,0.1428571428571428,0.375,0.3757440476190476,0.3078982597054885,128.57142857142858,100.0,11.46788990825688,18.099547511312217,11.46788990825688,18.099547511312217,1.0,1.0,0.6391577124595642,0.572488009929657,0.6840636730194092,0.5569490194320679,0.7142794132232666,0.4199707806110382,train
The meal was enough satisfying.,The meal was satisfying and left a contented feeling.,"The meal was just enough to stave off hunger, but not fulfilling.",0.8501608968,0.5037722588,NEU,POS,NEG,POS,0.9872351288795472,POS,0.9917517304420472,NEG,0.936676859855652,0.1444977144915524,0.1137354646382149,0.5714285714285714,0.3333333333333333,0.5714285714285714,0.4705882352941176,0.2666666666666666,0.4705882352941176,0.696875,0.6558823529411765,120.0,160.0,37.59398496240601,37.87878787878788,37.59398496240601,37.87878787878788,1.0,1.0,0.7020668387413025,0.6584817171096802,0.6965727806091309,0.4912034273147583,0.8616071343421936,0.5493509769439697,train
The restaurant takes its time to ensure quality service.,The restaurant's service is acceptable.,The service at the restaurant is disappointingly sluggish.,0.7930948138,0.5940099359,NEU,POS,NEG,NEU,0.5127821564674377,POS,0.9888312816619872,NEG,0.9808542728424072,0.0205117293229357,0.0300144858540068,0.4,0.1538461538461538,0.4,0.3529411764705882,0.1333333333333333,0.2352941176470588,0.3835051546391753,0.3188131313131313,88.88888888888889,88.88888888888889,46.0122699386503,16.877637130801688,46.0122699386503,16.877637130801688,1.0,1.0,0.6814090013504028,0.569599986076355,0.6114417910575867,0.6121313571929932,0.7930947542190552,0.5940102934837341,train
The car's interior offers common space.,The car offers a roomy and comfortable interior space.,The car's interior is just spacious enough but feels cramped.,0.9331422448,0.7660309076,NEU,POS,NEG,NEU,0.6735309362411499,POS,0.947159707546234,NEG,0.5203489661216736,0.0363917458259326,0.128672014587727,0.6250000000000001,0.1428571428571428,0.5,0.4444444444444444,0.3749999999999999,0.4444444444444444,0.6233062330623306,0.5761904761904761,116.66666666666669,116.66666666666669,30.48780487804878,50.898203592814376,30.48780487804878,50.898203592814376,1.0,1.0,0.7640306949615479,0.7012436389923096,0.7177232503890991,0.5066603422164917,0.8812544941902161,0.7424352765083313,train
The cake has standard sweetness.,The cake has a pleasing and well-balanced sweetness.,"The cake's sweetness is marginal at best, barely crossing the threshold of palatable.",0.9057305455,0.6240209341,NEU,POS,NEG,NEU,0.5016060471534729,POS,0.9902802109718324,NEG,0.6616542935371399,0.1773911116312261,0.0187243727644618,0.5714285714285714,0.3333333333333333,0.5714285714285714,0.3157894736842105,0.1176470588235294,0.3157894736842105,0.7682539682539684,0.2857142857142857,80.0,240.0,40.14598540145985,36.496350364963504,40.14598540145985,36.496350364963504,1.0,1.0,0.7615087628364563,0.5841889977455139,0.6559888124465942,0.4366526305675506,0.9077484607696532,0.6797404289245605,train
The recipe is simple.,The recipe's simplicity makes it wonderfully easy to follow.,"The recipe, though simple, lacks flair and sophistication.",0.8086066246,0.4980644882,NEU,POS,NEG,NEU,0.844775915145874,POS,0.9828814268112184,NEG,0.9373751878738404,0.0257328502527341,0.0285996171617138,0.2857142857142857,0.1666666666666666,0.2857142857142857,0.5,0.2,0.5,0.4563492063492063,0.5636160714285715,200.0,175.0,50.56179775280899,51.13636363636363,50.56179775280899,51.13636363636363,1.0,1.0,0.6455291509628296,0.587311863899231,0.6148881912231445,0.5247299671173096,0.8086068630218506,0.4980648458003998,train
I have a busy schedule today.,I have an excitingly full agenda today.,I am overwhelmed by today's hectic schedule.,0.6622357965,0.7502115369,NEU,POS,NEG,NEU,0.9312301874160768,POS,0.9894049763679504,NEG,0.8814183473587036,0.0906805999592387,0.0323593484897578,0.4615384615384615,0.1818181818181818,0.4615384615384615,0.4285714285714285,0.0,0.2857142857142857,0.5281690140845071,0.2777777777777778,66.66666666666666,100.0,29.914529914529915,4.310344827586206,29.914529914529915,4.310344827586206,1.0,1.0,0.7989170551300049,0.6622544527053833,0.6483588814735413,0.5080978870391846,0.662235677242279,0.7502115964889526,train
The lecture was fairly long.,The lecture was thorough and comprehensive.,The lecture dragged on and was overly lengthy.,0.6399745941,0.8620559573,NEU,POS,NEG,NEU,0.9333492517471312,POS,0.9752181172370912,NEG,0.9430606961250304,0.233766413847922,0.0788258844234265,0.5454545454545454,0.4444444444444445,0.5454545454545454,0.4615384615384615,0.1818181818181818,0.4615384615384615,0.6147540983606558,0.5009920634920636,60.0,100.0,58.82352941176471,42.3728813559322,58.82352941176471,42.3728813559322,1.0,1.0,0.7622075080871582,0.7372364401817322,0.7210696935653687,0.6524419784545898,0.6399747133255005,0.8620560765266418,train
She has a common knowledge on the topic.,She displays a deep and impressive understanding of the topic.,Her grasp on the topic is superficial and limited.,0.8200342059,0.4945080578,NEU,POS,NEG,NEU,0.6305657625198364,POS,0.9798969626426696,NEG,0.8498440384864807,0.0677263560043082,0.0632108714041725,0.4444444444444445,0.125,0.4444444444444445,0.3529411764705882,0.2666666666666666,0.3529411764705882,0.4847826086956522,0.412087912087912,75.0,100.0,12.5,0.0,12.5,0.0,1.0,1.0,0.7017095685005188,0.6284416913986206,0.7576112747192383,0.5153241157531738,0.7890865206718445,0.4766329526901245,train
The software is complex.,The software's complexity allows for versatile and advanced functionality.,The software's complexity makes it challenging and non-intuitive to use.,0.7880801558,0.7081858516,NEU,POS,NEG,NEU,0.7954437136650085,POS,0.9303799271583556,NEG,0.935788869857788,0.0257328502527341,0.023457495174891,0.4285714285714285,0.1666666666666666,0.4285714285714285,0.375,0.1428571428571428,0.375,0.5636160714285715,0.5537280701754386,200.0,225.0,52.88461538461539,52.88461538461539,52.88461538461539,52.88461538461539,1.0,1.0,0.6500962376594543,0.6088595986366272,0.5545058250427246,0.5084435343742371,0.7880803346633911,0.708185613155365,train
The computer delivers efficient performance.,The computer's speed enhances efficiency and productivity.,"The computer, while fast, has a tendency to overheat.",0.6807352304,0.5743097067,NEU,POS,NEG,POS,0.9635917544364928,POS,0.9810997843742372,NEG,0.5388450622558594,0.0323593484897578,0.0257328502527341,0.4615384615384615,0.1818181818181818,0.4615384615384615,0.2857142857142857,0.1666666666666666,0.2857142857142857,0.5009920634920636,0.3872053872053872,120.0,160.0,33.163265306122454,36.08247422680412,33.163265306122454,36.08247422680412,1.0,1.0,0.7691203355789185,0.5631332993507385,0.6276244521141052,0.5312521457672119,0.7990152835845947,0.5709992051124573,train
The new software update includes requiered features.,The latest software update is packed with innovative and useful features.,The new software update is cluttered with unnecessary features.,0.865676403,0.6091381311,NEU,POS,NEG,NEU,0.8602296710014343,POS,0.98548024892807,NEG,0.9745709896087646,0.0617292939041384,0.3155984539112945,0.4444444444444444,0.125,0.4444444444444444,0.6250000000000001,0.4285714285714285,0.6250000000000001,0.530952380952381,0.7181571815718157,100.0,57.14285714285714,11.160714285714285,50.66079295154186,11.160714285714285,50.66079295154186,1.0,1.0,0.7088909149169922,0.7703761458396912,0.6976844072341919,0.7266299724578857,0.8656764030456543,0.6091383695602417,train
The lecture provided some information.,The lecture provided a good amount of useful information.,The lecture barely covered enough information to be considered useful.,0.9225921631,0.6169059277,NEU,POS,NEG,NEU,0.5604798793792725,POS,0.9890025854110718,NEG,0.8904056549072266,0.155272899209845,0.0569508499822196,0.5714285714285714,0.3333333333333333,0.5714285714285714,0.4,0.1538461538461538,0.4,0.75625,0.4855769230769231,100.0,160.0,60.24096385542168,38.92215568862276,60.24096385542168,38.92215568862276,1.0,1.0,0.8231948018074036,0.6714258790016174,0.7942867279052734,0.7598291635513306,0.8647601008415222,0.6443374752998352,train
The hotel is located downtown.,The hotel's downtown location is perfect for exploring the city.,The hotel's downtown location means it's noisy and crowded.,0.7760697007,0.6900625825,NEU,POS,NEG,NEU,0.9558826088905334,POS,0.99126935005188,NEG,0.9266557693481444,0.0278958201621223,0.0257328502527341,0.625,0.1428571428571428,0.3749999999999999,0.5000000000000001,0.1428571428571428,0.3749999999999999,0.4545454545454545,0.5636363636363637,160.0,160.0,42.96874999999999,42.96874999999999,42.96874999999999,42.96874999999999,1.0,1.0,0.7054529190063477,0.6786153316497803,0.5048660039901733,0.4985748529434204,0.7760697603225708,0.6900627017021179,train
The movie has subtitles.,The subtitles make the movie accessible to a wider audience.,The subtitles can be distracting and take away from the visual experience.,0.8099209666,0.6486548781,NEU,POS,NEG,NEU,0.9670690298080444,POS,0.9180251359939576,NEG,0.9214052557945251,0.0278958201621223,0.020044994979069,0.4285714285714285,0.1666666666666666,0.2857142857142857,0.25,0.0,0.25,0.5636160714285715,0.2586206896551724,200.0,275.0,29.12621359223301,19.41747572815534,29.12621359223301,19.41747572815534,1.0,1.0,0.7060263156890869,0.5745266675949097,0.6297074556350708,0.4890229403972626,0.8099210262298584,0.6486552357673645,train
She writes a blog.,She nicely expresses her ideas through her incredible popular blog.,"Her blog, while regular, doesn't attract a lot of readers.",0.7085466981,0.7179211378,NEU,POS,NEG,NEU,0.9543393850326538,POS,0.9715380072593688,NEG,0.8040563464164734,0.0278958201621223,0.023457495174891,0.2857142857142857,0.0,0.2857142857142857,0.2666666666666666,0.0,0.1333333333333333,0.4563492063492063,0.2542372881355932,200.0,225.0,20.0,0.0,20.0,0.0,1.0,1.0,0.6442739963531494,0.5272193551063538,0.4418001472949981,0.2963342070579529,0.7085467576980591,0.7179210782051086,train
