original,positive,negative,original_label,positive_label,negative_label,original_sentiment_label,original_sentiment_score,positive_sentiment_label,positive_sentiment_score,negative_sentiment_label,negative_sentiment_score,positive_bleu,negative_bleu,positive_rouge_n,positive_rouge_s,positive_rouge_l,negative_rouge_n,negative_rouge_s,negative_rouge_l,positive_meteor,negative_meteor,positive_ter,negative_ter,positive_chrf,negative_chrf,positive_chrfpp,negative_chrfpp,positive_mover,negative_mover,positive_bert,negative_bert,positive_bleurt,negative_bleurt,positive_cosine_similarity,negative_cosine_similarity,split
The Legislature on Wednesday sent Gov. Jeb Bush a bill it hopes will lower malpractice insurance rates and keep doctors from limiting their practices or moving out of state .,The Legislature on Wednesday approved a bill that caps damages received by medical malpractice plaintiffs in the hopes it will lower insurance rates and help the state retain doctors .,The bill sent to Gov. Jeb Bush is seen as an inadequate response to the malpractice insurance crisis.,NEU,POS,NEG,NEU,0.6096352338790894,POS,0.6013335585594177,NEG,0.9525988101959229,0.1526359352158206,0.0506149037166983,0.5517241379310345,0.25,0.4482758620689655,0.3404255319148936,0.1333333333333333,0.2978723404255319,0.5160513803987374,0.320489786892949,73.33333333333333,83.33333333333334,21.24645892351275,8.51581508515815,21.24645892351275,8.51581508515815,1.0,1.0,0.7158914804458618,0.6578294634819031,0.5666848421096802,0.4396527111530304,0.7193995714187622,0.6103529334068298,train
This left the Eurotop 300 benchmark about six points off its highest level since January 17 -- hit earlier in the session .,The Eurotop 300 benchmark's performance showcases the market's dynamism and the potential for reaching new heights.,The left the Eurotop 300 benchmark trading just short of its highest level since January 17 -- hit earlier in the session .,NEU,POS,NEG,NEU,0.8713366389274597,POS,0.9499473571777344,NEG,0.4970799684524536,0.0279657024061726,0.6907573115737006,0.2564102564102564,0.1621621621621621,0.2564102564102564,0.7619047619047619,0.7,0.7619047619047619,0.2532960086689543,0.7820719269994633,86.95652173913044,21.73913043478261,7.675438596491227,58.46774193548387,7.675438596491227,58.46774193548387,1.0,1.0,0.5330966114997864,0.8969864249229431,0.3252078890800476,0.6128075122833252,0.5492143034934998,0.7683447003364563,train
"Not only is this the oldest known planet , it 's also the most distant .",Astronomers have found the oldest and most distant planet known in the universe .,Oldest and most distant known planet will never by explored by humans.,NEU,POS,NEG,NEU,0.8199061155319214,POS,0.7062833309173584,NEU,0.6048696041107178,0.0601580167758249,0.0483839253594247,0.5185185185185186,0.16,0.2962962962962963,0.3846153846153846,0.1666666666666666,0.2307692307692307,0.3995253164556961,0.3255484784147204,68.75,81.25,8.960573476702509,0.0,8.960573476702509,0.0,1.0,1.0,0.5930067896842957,0.5173258185386658,0.4811089336872101,0.4349317252635956,0.8158130645751953,0.6437739729881287,train
Sales -- a figure watched closely as a barometer of health -- rose 5 percent instead of falling as many industry experts predicted .,It also disclosed that sales -- a figure closely watched by analysts as a barometer of its health -- were significantly higher than industry experts expected .,"The unexpected surge in sales illustrates the inherent unpredictability and speculative nature of market dynamics, casting doubt on the reliability of economic forecasting.",NEU,POS,NEG,NEU,0.5293154120445251,POS,0.8565176725387573,NEU,0.7098261713981628,0.1625416791576053,0.013212414336645,0.5333333333333333,0.2790697674418604,0.4888888888888889,0.1363636363636363,0.0,0.1363636363636363,0.5506172839506173,0.154356846473029,70.83333333333334,100.0,2.8517110266159698,6.62878787878788,2.8517110266159698,6.62878787878788,1.0,1.0,0.773430585861206,0.4509772360324859,0.606552004814148,0.2946434319019317,0.6454368233680725,0.4060328006744385,train
U.S. District Judge Edmund Sargus ruled that the Akron-based company should have determined that changes at one of its plants would increase overall pollution emissions .,Judge Edmund Sargus' ruling on the Akron-based company's environmental oversight stresses the importance of corporate responsibility in pollution management.,"FirstEnergy Corp. should have determined that modernizing one of its plants would increase overall pollution emissions , U.S. District Judge Edmund Sargus ruled Thursday .",NEU,POS,NEG,NEU,0.6778625845909119,NEU,0.7488635182380676,NEG,0.5031514167785645,0.0336424107616504,0.5845559852180673,0.4583333333333333,0.2608695652173913,0.4166666666666667,0.7843137254901961,0.693877551020408,0.5098039215686274,0.3236328125,0.7691119691119691,76.92307692307693,34.61538461538461,5.343511450381679,4.2492917847025495,5.343511450381679,4.2492917847025495,1.0,1.0,0.6550951600074768,0.8210231065750122,0.4855341613292694,0.5319446325302124,0.804898202419281,0.7261360883712769,train
"The median household earned income fell $ 500 over the same period to $ 42,400 .","The slight decrease in median household income signals economic fluctuations, yet offers insights for policy adjustments and support measures.","Median household income declined 1.1 percent between 2001 and 2002 to $ 42,409 .",NEU,POS,NEG,NEU,0.6316413879394531,NEU,0.8735453486442566,NEG,0.9218722581863404,0.0369496241890879,0.0449786085332077,0.2424242424242424,0.064516129032258,0.2424242424242424,0.3571428571428571,0.1538461538461538,0.3571428571428571,0.2254545454545454,0.3234880450070324,100.0,62.5,9.40438871473354,18.987341772151904,9.40438871473354,18.987341772151904,1.0,1.0,0.466562807559967,0.7012905478477478,0.302265852689743,0.4888584613800049,0.611060380935669,0.7612906098365784,train
"Sobig.F spreads when unsuspecting computer users open file attachments in emails that contain such familiar headings as "" Thank You ! , "" "" Re : Details "" or "" Re : That Movie . ""","The Sobig.F virus demonstrates the importance of cyber vigilance, as it cleverly disguises itself in seemingly innocuous email attachments, underscoring the need for awareness in digital communications.","The virus spreads when unsuspecting computer users open file attachments in emails that contain familiar headings like "" Thank You ! "" and "" Re : Details "" .",NEU,POS,NEG,NEU,0.7906565070152283,POS,0.596255362033844,NEG,0.76839679479599,0.0095740387181302,0.4888645446624278,0.2222222222222222,0.0384615384615384,0.1481481481481481,0.7500000000000001,0.6086956521739131,0.7500000000000001,0.0988700564971751,0.6780509915014165,97.2222222222222,36.11111111111111,6.428571428571428,1.6207455429497568,6.428571428571428,1.6207455429497568,1.0,1.0,0.5104297399520874,0.8595159649848938,0.3144977688789367,0.5850616693496704,0.7826268672943115,0.664567232131958,train
It was third time lucky for the 46-year-old explorer who twice had to abandon attempts to make ballooning history .,"It was third time lucky for Hempleman-Adams , 46 , after two previous abandoned attempts to make ballooning history .","The explorer's third ballooning attempt underscores the high risks and uncertainties associated with pioneering endeavors, highlighting the thin line between ambition and recklessness.",NEU,POS,NEG,NEU,0.5204086303710938,POS,0.775392472743988,NEU,0.8350807428359985,0.4717689621306841,0.015271699436865,0.6666666666666666,0.5405405405405405,0.6666666666666666,0.2222222222222222,0.0,0.1333333333333333,0.6488165680473373,0.145631067961165,40.0,105.0,33.97027600849257,7.478632478632479,33.97027600849257,7.478632478632479,1.0,1.0,0.6951745748519897,0.5032302737236023,0.5566747188568115,0.3563626706600189,0.8116016387939453,0.5524099469184875,train
"Around 0335 GMT , Tab shares were up 19 cents , or 4.4 % , at A $ 4.56 , having earlier set a record high of A $ 4.57 .","Tab shares jumped 20 cents , or 4.6 % , to set a record closing high at A $ 4.57 .","Tab shares managed a negligible climb of 19 cents to A$4.56, failing to impress with a mere 4.4% increase.",NEU,POS,NEG,NEU,0.8141698241233826,POS,0.745832622051239,NEG,0.8859838843345642,0.1696862888590076,0.0258582474755025,0.5909090909090908,0.380952380952381,0.5454545454545455,0.4999999999999999,0.217391304347826,0.375,0.4682291666666666,0.3778541119418064,54.83870967741935,83.87096774193549,1.7301038062283738,2.604166666666667,1.7301038062283738,2.604166666666667,1.0,1.0,0.8031136989593506,0.6926650404930115,0.5316610336303711,0.4109570682048797,0.8833544254302979,0.8206573724746704,train
"Against the Japanese currency , the euro was at 136.06 yen compared with the late New York level of 136.03 / 14 .",The euro's stability against the yen reflects ongoing fluctuations in global currency markets.,The single currency dropped to 136.94 yen compared with its late U.S. level of 137.64 .,NEU,POS,NEG,NEU,0.9584159255027772,NEU,0.9393831491470336,NEG,0.5179468393325806,0.0114186540076461,0.0717298099668327,0.3333333333333332,0.1176470588235294,0.1666666666666666,0.45,0.1578947368421052,0.45,0.2160323588895017,0.343796711509716,86.95652173913044,60.86956521739131,5.319148936170214,2.932551319648094,5.319148936170214,2.932551319648094,1.0,1.0,0.5298118591308594,0.7669177651405334,0.2609412670135498,0.3626156151294708,0.5825797319412231,0.6213006973266602,train
EMC intends to operate Legato as a software division of EMC from Legato 's current base in California .,"If the deal is approved , EMC will operate Legato as a software division of EMC headquartered in Mountain View , Calif .","EMC's handling of Legato as a division post-acquisition underscores the challenges of corporate integration, spotlighting the innovation risks and the strategic complexities involved in merging distinct corporate cultures and technologies.",NEU,POS,NEG,NEU,0.8161996006965637,POS,0.5711217522621155,NEU,0.8866870999336243,0.322888846243622,0.0499106250227236,0.5263157894736842,0.3888888888888889,0.5263157894736842,0.32,0.0833333333333333,0.28,0.521001959614893,0.2862503025901718,78.94736842105263,136.8421052631579,7.281553398058252,10.79136690647482,7.281553398058252,10.79136690647482,1.0,1.0,0.7598220109939575,0.5540342330932617,0.5539877414703369,0.3263261020183563,0.8923638463020325,0.6465981602668762,train
"Sovereign shares closed on the New York Stock Exchange at $ 15.68 , down 74 cents , or 4.5 percent .",Sovereign's stock decline reflects investor reactions to financial performance and market conditions.,"Sovereign 's shares lost 74 cents , or 4.5 % , to $ 15.68 .",NEU,POS,NEG,NEU,0.8838614821434021,NEU,0.6666707992553711,NEG,0.8792282938957214,0.0,0.2123609790646871,0.125,0.0,0.125,0.5806451612903226,0.3448275862068966,0.4516129032258065,0.0738916256157635,0.4355047804245665,95.23809523809524,66.66666666666666,17.948717948717945,25.75107296137339,17.948717948717945,25.75107296137339,1.0,1.0,0.462528645992279,0.7589340806007385,0.2511383295059204,0.6046335697174072,0.4815238118171692,0.7303277254104614,train
"Total shipments reached 19.5 million units last year , compared with 8.9 million units in 2001 .","Gartner 's report said global WLAN equipment shipments reached 19.5 million last year , a 120 percent increase over 2001 's 8.9 million units .","The surge in total shipments reflects the tech market's rapid expansion and potential oversaturation, underscoring the challenges of sustainable growth.",NEU,POS,NEG,NEU,0.8484691977500916,POS,0.9110360741615297,NEU,0.7103131413459778,0.1823935085372366,0.0155055078437324,0.5714285714285713,0.4,0.5238095238095238,0.1578947368421052,0.0555555555555555,0.1052631578947368,0.649773720349563,0.2113636363636364,94.11764705882352,105.88235294117648,5.167958656330749,6.443298969072166,5.167958656330749,6.443298969072166,1.0,1.0,0.6988897919654846,0.4359318912029266,0.4689848124980926,0.2397203296422958,0.6553670167922974,0.4209603071212768,train
"The Centcom statement said the gunmen appeared to have fired from a mosque in the city , 50 km ( 32 miles ) west of Baghdad .",The Centcom statement on the origin of gunfire during an incident highlights the challenges faced by military personnel and the importance of situational awareness.,"Initial reports said the attackers fired from a mosque within in the city , 30 miles west of Baghdad .",NEU,POS,NEG,NEU,0.7281967401504517,NEU,0.9385742545127868,NEG,0.5597819089889526,0.054878666543328,0.2750816474206529,0.2553191489361702,0.0888888888888888,0.2553191489361702,0.6341463414634146,0.4615384615384615,0.6341463414634146,0.1789521778860798,0.5597803126320237,77.77777777777779,48.14814814814815,20.703933747412005,5.167958656330749,20.703933747412005,5.167958656330749,1.0,1.0,0.4685936272144317,0.7968795299530029,0.252293199300766,0.5558609962463379,0.4252494275569916,0.8260631561279297,train
Authorities looked to the public yesterday for help in solving the deadly sniper-style shootings of three people outside Charleston-area convenience stores .,The call for public assistance in solving the sniper-style shootings exemplifies community solidarity and cooperation in ensuring safety.,Authorities appealed to the public Friday to come forward and provide what could be the key to solving the sniper-style shootings that have killed three people outside area convenience stores .,NEU,POS,NEG,NEU,0.6514832973480225,POS,0.8157861232757568,NEG,0.8288477659225464,0.0763484453316578,0.1111795067741024,0.4285714285714285,0.1999999999999999,0.380952380952381,0.5555555555555556,0.3461538461538461,0.5555555555555556,0.3428571428571428,0.5543177969877907,68.18181818181817,81.81818181818183,3.4782608695652173,14.481707317073171,3.4782608695652173,14.481707317073171,1.0,1.0,0.5879858136177063,0.732234537601471,0.3858808279037475,0.6899490356445312,0.5940477252006531,0.7439760565757751,train
Hearing was partially restored by an electronic ear implant .,An electronic implant has helped Limbaugh regain most of his hearing .,"The partial restoration of hearing through electronic ear implants emphasizes the current limitations and ongoing challenges of medical technology, reflecting a field in search of breakthroughs.",NEU,POS,NEG,NEU,0.534808874130249,POS,0.6948926448822021,NEU,0.922217071056366,0.026380696981716,0.0233221651086836,0.3999999999999999,0.1111111111111111,0.3,0.3428571428571429,0.1818181818181818,0.2857142857142857,0.3647058823529412,0.537876167416119,100.0,240.0,3.98406374501992,7.905138339920949,3.98406374501992,7.905138339920949,1.0,1.0,0.6683828830718994,0.590030312538147,0.4476036727428436,0.391898900270462,0.6856227517127991,0.8062252402305603,train
"Tito Barbini , a regional minister for agriculture in Tuscany , Italy , criticized the absence Tuesday in Sacramento .",Barbini's criticism of an absence at a conference underscores the importance of representation and dialogue in agricultural policy.,""" The European Union is basically absent , "" said Tito Barbini , regional minister for agriculture in Tuscany , Italy .",NEU,POS,NEG,NEU,0.773886501789093,NEU,0.8242325782775879,NEG,0.7126529216766357,0.0180185429947364,0.3908022752187269,0.3999999999999999,0.0,0.2285714285714285,0.625,0.4666666666666667,0.5625,0.2,0.5667811679127096,95.0,80.0,3.1055900621118013,5.241090146750524,3.1055900621118013,5.241090146750524,1.0,1.0,0.5565804243087769,0.7385087609291077,0.2403155863285064,0.323911964893341,0.6548037528991699,0.6575356125831604,train
"A county firefighter , was struck by lightning and was in stable condition at Frankfort Regional Medical Center .",The stable condition of a county firefighter struck by lightning showcases the risks emergency responders face and the community's support for their bravery.,"Lt. Scotty Smither , a county firefighter , was struck by lightning .",NEU,POS,NEG,NEU,0.9614282846450806,POS,0.7001452445983887,NEG,0.5805414915084839,0.0828922720678054,0.306545454231332,0.4390243902439025,0.2564102564102564,0.3414634146341463,0.5185185185185185,0.4800000000000001,0.5185185185185185,0.4783163265306122,0.4676596886741814,94.73684210526316,73.68421052631578,9.719222462203025,0.0,9.719222462203025,0.0,1.0,1.0,0.5388669967651367,0.6503068804740906,0.382769227027893,0.4198664724826813,0.6499192118644714,0.747319221496582,train
"Carnival Corp. stock was trading at $ 31.29 during midday trading Wednesday , down 72 cents or 2.25 percent .",Carnival Corp.'s stock performance is a snapshot of market responses and investor sentiment in the travel industry.,"Carnival Corp. stock was down 2.5 percent , or 81 cents , at $ 31.20 on the New York Stock Exchange .",NEU,POS,NEG,NEU,0.8560728430747986,NEU,0.8170227408409119,NEG,0.5471236109733582,0.0148887147261524,0.1529189879895453,0.1621621621621621,0.0571428571428571,0.1621621621621621,0.5641025641025641,0.2162162162162162,0.358974358974359,0.1586055276381909,0.422167216721672,90.0,80.0,18.2648401826484,26.119402985074625,18.2648401826484,26.119402985074625,1.0,1.0,0.4871074855327606,0.756103515625,0.2706638872623443,0.4201343953609466,0.5314223170280457,0.8771805763244629,train
Mason said al-Amoudi was arrested at Dulles International Airport on Sunday as he came into the country .,Mason's announcement highlights airport security effectiveness.,Al-Amoudi was arrested at Dulles International Airport after arriving on a British Airways flight from London .,NEU,POS,NEG,NEU,0.6478867530822754,NEU,0.8750839233398438,NEG,0.8575186729431152,0.0,0.2854739770606292,0.16,0.0,0.16,0.5142857142857143,0.4242424242424242,0.5142857142857143,0.088235294117647,0.4934823091247672,94.44444444444444,61.11111111111112,14.760147601476012,9.411764705882351,14.760147601476012,9.411764705882351,1.0,1.0,0.4833452105522156,0.7694193720817566,0.2740511894226074,0.509260892868042,0.306478887796402,0.8688302636146545,train
"He added that : "" We disagree with the judge 's decision on notice for Engine Company 261 . """,The disagreement over Engine Company 261's notice showcases the ongoing dialogue and concern for public safety and resource allocation.,""" We disagree with the judge 's decision on notice for Engine Company 261 , "" said a statement by Michael A. Cardozo , the city 's corporation counsel .",NEU,POS,NEG,NEU,0.521562933921814,NEU,0.8523144721984863,NEG,0.5366094708442688,0.0370663587284319,0.4520110527848189,0.3888888888888888,0.1176470588235294,0.2222222222222222,0.6341463414634146,0.6153846153846154,0.6341463414634146,0.3140547263681593,0.7300037202380955,90.0,95.0,4.189944134078213,4.237288135593221,4.189944134078213,4.237288135593221,1.0,1.0,0.5573018193244934,0.7350426316261292,0.4593207538127899,0.5717349052429199,0.5274980664253235,0.8462257385253906,train
"Treasury prices gained for the third day in a row , pushing the 10-year note yield down to 4.35 percent from 4.36 percent late Monday .","The gain in Treasury prices for the third consecutive day, along with a decrease in yield, signals investor confidence and a stable bond market.","Treasury prices rose slightly , sending the 10-year note yield down to 4.38 percent from 4.39 percent late Friday .",NEU,POS,NEG,NEU,0.7149332761764526,POS,0.7401133179664612,NEG,0.7319948077201843,0.0658049655054748,0.2429043077668496,0.4313725490196078,0.1224489795918367,0.3137254901960785,0.6250000000000001,0.4782608695652173,0.6250000000000001,0.3022058990228751,0.5294873855053832,84.61538461538461,46.15384615384615,3.766478342749529,16.62971175166297,3.766478342749529,16.62971175166297,1.0,1.0,0.5663694143295288,0.8677223920822144,0.321408212184906,0.6986911296844482,0.666144609451294,0.771202802658081,train
Cisco's shares rose $1.28 in after-hours trading to $23.,Cisco shares gained $ 1.28 in after-hours trading to $ 23.08 .,The news sent Cisco shares on a tear in after-hours trading .,NEU,POS,NEG,POS,0.6915857195854187,POS,0.6393425464630127,NEG,0.8962129354476929,0.2241693350192229,0.1137354646382149,0.8333333333333334,0.6363636363636364,0.8333333333333334,0.5,0.2727272727272727,0.5,0.750387596899225,0.3962101636520241,77.77777777777779,100.0,15.151515151515152,0.0,15.151515151515152,0.0,1.0,1.0,0.8939358592033386,0.6208646297454834,0.7606024742126465,0.4841537773609161,0.9035322666168212,0.6246935725212097,train
PeopleSoft 's board of directors has said it will meet soon to consider the Oracle offer .,PeopleSoft's board's readiness to consider Oracle's offer showcases open-mindedness and strategic thinking in corporate decision-making.,"Thursday morning , PeopleSoft 's board rejected the Oracle takeover offer .",NEU,POS,NEG,NEU,0.5880939960479736,POS,0.935190975666046,NEG,0.626553475856781,0.037463579142335,0.1025550104287226,0.3888888888888888,0.1764705882352941,0.3888888888888888,0.4615384615384615,0.25,0.4615384615384615,0.3093204941860464,0.4075448361162647,94.11764705882352,70.58823529411765,18.055555555555557,3.333333333333333,18.055555555555557,3.333333333333333,1.0,1.0,0.6470773816108704,0.7010958790779114,0.5175901651382446,0.5069804191589355,0.6877297759056091,0.7243841886520386,train
"Other changes in the plan refine his original vision , Libeskind said .","Many of the changes are improvements to the original plan , Libeskind said .",Libeskind's plan refinements are seen as minor adjustments to an already flawed vision.,NEU,POS,NEG,NEU,0.8409594893455505,POS,0.821601390838623,NEG,0.852246880531311,0.2114214171430307,0.0187243727644618,0.5217391304347826,0.0952380952380952,0.4347826086956521,0.32,0.0869565217391304,0.2399999999999999,0.5361402671755726,0.2818181818181818,61.53846153846154,100.0,6.993006993006993,5.208333333333334,6.993006993006993,5.208333333333334,1.0,1.0,0.8091596961021423,0.6773870587348938,0.6965302228927612,0.5022416114807129,0.7727198600769043,0.6749782562255859,train
The free service was originally intended to block about 80 percent of telemarketer calls .,The intended efficacy of the telemarketer blocking service highlights consumer protection efforts against unwanted calls.,"The confusion capped a tumultuous week for the list , which is intended to block about 80 percent of telemarketing calls .",NEU,POS,NEG,NEU,0.8144645094871521,NEU,0.6575676798820496,NEG,0.9454678893089294,0.0248099885735897,0.2988309778054086,0.4827586206896552,0.0,0.3448275862068965,0.588235294117647,0.5,0.588235294117647,0.3523385761589404,0.6985313470547981,93.33333333333331,80.0,8.064516129032258,10.95890410958904,8.064516129032258,10.95890410958904,1.0,1.0,0.6670184135437012,0.7364265322685242,0.4534599184989929,0.4240260720252991,0.7365959286689758,0.6566988229751587,train
DeVries did make one stop in town Wednesday - registering as a sex offender at the Soledad Police Department .,"DeVries' registration as a sex offender is part of legal and community safety measures, emphasizing the importance of accountability.",Convicted child molester Brian DeVries spoke out in response to community outrage Wednesday afternoon after registering as a sex offender at the Soledad Police Department .,NEU,POS,NEG,NEU,0.8744699954986572,NEU,0.7109483480453491,NEG,0.8657975196838379,0.1271375847573795,0.4094039461722297,0.3243243243243243,0.1714285714285714,0.3243243243243243,0.6046511627906976,0.4390243902439025,0.6046511627906976,0.3476949257425743,0.6716861501882306,80.0,65.0,11.363636363636363,9.0702947845805,11.363636363636363,9.0702947845805,1.0,1.0,0.5496925711631775,0.695830762386322,0.337440013885498,0.5366365909576416,0.6586986184120178,0.5217025876045227,train
"Nissan North America Inc. said Wednesday it was moving production of the Pathfinder sport utility vehicle to Tennessee , adding 800 jobs .",Nissan North America announced yesterday that it will spend $ 250 million to expand its Smyrna assembly plant to bring production of the Pathfinder sport utility vehicle to Tennessee .,"Nissan's production relocation to Tennessee, despite its job creation narrative, highlights the volatile nature of auto manufacturing in the US, revealing the precarious balance between economic development and the shifting sands of industry loyalty.",NEU,POS,NEG,NEU,0.5050069689750671,POS,0.5011314749717712,NEU,0.8820084929466248,0.3179303998422513,0.0118470822119973,0.5306122448979592,0.425531914893617,0.5306122448979592,0.25,0.037037037037037,0.1785714285714285,0.5838284680960992,0.2583333333333333,86.95652173913044,139.1304347826087,24.734982332155475,10.638297872340424,24.734982332155475,10.638297872340424,1.0,1.0,0.7460978627204895,0.5165755748748779,0.5044159889221191,0.2672833800315857,0.7938478589057922,0.6031520366668701,train
"Adrian Lamo , 22 , had told reporters he planned to surrender to the FBI in Sacramento Friday , but he then had second thoughts .","Adrian Lamo's situation illustrates the complex ethical and legal considerations facing individuals in the digital age, sparking important discussions on cybersecurity.","Lamo had told reporters he would surrender to the FBI on the federal courthouse steps in Sacramento on Friday , but he didn 't show up .",NEU,POS,NEG,NEU,0.9541615843772888,NEU,0.5016047954559326,NEG,0.5328696370124817,0.0129844902339522,0.2875583820017637,0.1818181818181818,0.0476190476190476,0.1818181818181818,0.5957446808510639,0.3999999999999999,0.5957446808510639,0.1652670111972437,0.5584740181992338,92.3076923076923,61.53846153846154,17.751479289940832,4.9800796812749,17.751479289940832,4.9800796812749,1.0,1.0,0.4499343335628509,0.7301234602928162,0.2299117743968963,0.4127699434757232,0.3969310522079468,0.8512762188911438,train
"Licensing revenue slid 21 percent , however , to $ 107.6 million .","The decrease in licensing revenue, while notable, presents an opportunity for strategic adjustments and innovation in business models.","License sales , a key measure of demand , fell 21 percent to $ 107.6 million .",NEU,POS,NEG,NEU,0.5254964828491211,POS,0.5108218789100647,NEG,0.8860782980918884,0.0,0.2622067643618597,0.1428571428571428,0.0769230769230769,0.1428571428571428,0.5833333333333334,0.3636363636363637,0.5833333333333334,0.2695652173913043,0.6996268656716419,130.76923076923077,76.92307692307693,11.450381679389317,13.618677042801556,11.450381679389317,13.618677042801556,1.0,1.0,0.526298463344574,0.7977060675621033,0.239908754825592,0.61684250831604,0.4998508989810943,0.8655236959457397,train
"Dotson told FBI agents that he shot Dennehy after the player tried to shoot him , according to the arrest warrant affidavit .","Dotson's account to FBI agents emphasizes the gravity and complexity of the situation, highlighting the need for thorough investigation.","Dotson was arrested July 21 after telling FBI agents he shot Dennehy when Dennehy tried to shoot him , according to the arrest warrant affidavit .",NEU,POS,NEG,NEU,0.8888830542564392,NEU,0.9059749841690063,NEG,0.5895152688026428,0.0316524339784391,0.5204944454433559,0.2926829268292683,0.0512820512820512,0.2439024390243902,0.7555555555555556,0.5581395348837209,0.7111111111111111,0.2323280567685589,0.802610773602178,82.6086956521739,39.130434782608695,9.999999999999998,11.066398390342052,9.999999999999998,11.066398390342052,1.0,1.0,0.5352176427841187,0.882283091545105,0.3866141438484192,0.6465575695037842,0.4742496609687805,0.889294445514679,train
"The announcement comes one day after Microsoft ’ s global security chief , Scott Charney , reiterated Microsoft ’ s promises to simplify the way it distributes patches to users .","The announcement comes one day after Scott Charney , Microsoft 's global security chief , reiterated Microsoft 's promises to simplify the way it distributes patches to customers .",Microsoft's delayed patch distribution efforts are criticized as insufficient and overdue.,NEU,POS,NEG,NEU,0.6336452960968018,POS,0.5350466370582581,NEG,0.9271600842475892,0.5676740237408936,0.0,0.9615384615384616,0.8399999999999999,0.8846153846153846,0.2105263157894736,0.0555555555555555,0.1578947368421052,0.8318604472450626,0.0684931506849315,19.35483870967742,100.0,23.545706371191137,2.7247956403269757,23.545706371191137,2.7247956403269757,1.0,1.0,0.962597906589508,0.5208444595336914,0.8382174968719482,0.2605257928371429,0.9868201613426208,0.5089668035507202,train
The shooting happened at 5 : 30 a.m. in the living room of the home the extended family shared on the city 's westside .,The tragic shooting incident sheds light on the urgent need for community safety and conflict resolution.,The shootings happened at 5 : 30 a.m. in the living room of the home that the extended family shared on Gary 's west side .,NEU,POS,NEG,NEU,0.8049934506416321,NEU,0.8266862034797668,NEG,0.6305355429649353,0.0246796457520499,0.6297947429964019,0.2,0.0526315789473684,0.2,0.8571428571428572,0.7659574468085107,0.8571428571428572,0.1537190082644628,0.835336340588061,92.0,24.0,3.6674816625916873,17.505470459518598,3.6674816625916873,17.505470459518598,1.0,1.0,0.4011900424957275,0.9183641076087952,0.2579108476638794,0.7414625883102417,0.4108633995056152,0.8835063576698303,train
The constitutionality of outlawing partial birth abortion is not an open question .,Abortion debate discussions contribute to reproductive rights discourse.,Defenders of the partial birth abortion ban downplayed the legal challenges .,NEU,POS,NEG,NEU,0.8786841034889221,NEU,0.942406177520752,NEG,0.6214951872825623,0.0,0.1106451043176098,0.1,0.0,0.1,0.4347826086956521,0.1904761904761905,0.3478260869565217,0.0793650793650793,0.3962101636520241,100.0,61.53846153846154,3.3003300330033007,3.1152647975077885,3.3003300330033007,3.1152647975077885,1.0,1.0,0.499068021774292,0.6365326642990112,0.2684376239776611,0.5758247971534729,0.4831419587135315,0.4449877738952636,train
"And she has a boyfriend , officials said : Sgt. Ruben Contreras , who sat with her family today .","She also thanked her boyfriend , Sgt. Ruben Contreras , who was sitting next to the stage .",The revelation of Sgt. Ruben Contreras as an official's boyfriend exposes the intricate personal entanglements complicating military affairs.,NEU,POS,NEG,NEU,0.975115180015564,POS,0.9574419856071472,NEG,0.6379255652427673,0.2203448130240408,0.0670305547291314,0.4516129032258064,0.2068965517241379,0.3870967741935484,0.2857142857142857,0.1212121212121212,0.1714285714285714,0.5040130324221234,0.3344494047619047,65.0,90.0,2.840909090909091,7.915567282321898,2.840909090909091,7.915567282321898,1.0,1.0,0.6718173027038574,0.5301191806793213,0.4320681393146515,0.3452450931072235,0.6854810118675232,0.5106803774833679,train
Microsoft last month said it is updating its MSN Messenger service in October .,Microsoft's update to its MSN Messenger service in October points to continuous improvements in communication technologies.,Late last month Microsoft restricted access to its MSN Messenger network .,NEU,POS,NEG,NEU,0.6347769498825073,POS,0.983994960784912,NEG,0.880744218826294,0.3013040489278568,0.1225450630055227,0.5333333333333333,0.3571428571428571,0.5333333333333333,0.4999999999999999,0.2727272727272727,0.4166666666666666,0.5324074074074076,0.4599230996746525,100.0,57.14285714285714,18.69158878504673,6.64451827242525,18.69158878504673,6.64451827242525,1.0,1.0,0.7439203262329102,0.737375020980835,0.5398803949356079,0.6175450086593628,0.759969174861908,0.6397273540496826,train
"The Modesto Bee and NBC were notified their calls had been intercepted , Goold said .","The interception notification to media outlets raises awareness about the balance between national security and press freedom, fostering discussions on responsible journalism.",Journalists were not the only people notified that their phone calls had been intercepted .,NEU,POS,NEG,NEU,0.6400389075279236,NEU,0.870759129524231,NEG,0.7727436423301697,0.0143204721330979,0.1830296168671468,0.1666666666666666,0.0,0.1111111111111111,0.5714285714285714,0.2307692307692307,0.5,0.1488095238095238,0.4821802935010481,131.25,68.75,8.79765395894428,8.849557522123892,8.79765395894428,8.849557522123892,1.0,1.0,0.4000869691371918,0.6060861349105835,0.2003334760665893,0.3260029256343841,0.3302702605724334,0.6215344071388245,train
