sentence1,sentence2,label,idx,sentiment1_label,sentiment1_score,sentiment2_label,sentiment2_score
"For proof , look no further than this week 's Consumer Electronics Show ( CES ) in Las Vegas .",The company is expected to unveil the console on Thursday at the Consumer Electronics Show ( CES ) in Las Vegas .,0,1732,POS,0.5873193144798279,NEU,0.5424100756645203
"His 1996 Chevrolet Tahoe was found abandoned June 25 in a Virginia Beach , Va . , parking lot .","His sport utility vehicle was found June 25 , abandoned without its license plates in Virginia Beach , Va .",1,1735,NEU,0.6571912169456482,NEG,0.5846953988075256
"Seniors would then have to pay 50 percent of their drug costs up to $ 3,450 .","Above that , Medicare would pay 90 percent of all drug costs .",0,1742,NEG,0.8572140336036682,NEU,0.5285325646400452
"Adrian Lamo , 22 , had told reporters he planned to surrender to the FBI in Sacramento Friday , but he then had second thoughts .","Lamo had told reporters he would surrender to the FBI on the federal courthouse steps in Sacramento on Friday , but he didn 't show up .",1,1744,NEU,0.9541617035865784,NEG,0.5328688025474548
The unions also staged a five-day strike in March that forced all but one of Yale 's dining halls to close .,The unions also staged a five-day strike in March ; strikes have preceded eight of the last 10 contracts .,0,1761,NEG,0.8959057927131653,NEU,0.8411973714828491
"Jakarta has boosted the number of troops and police in the resource-rich province in recent weeks from 38,000 to more than 45,000 .","While the shape of any military operation is unclear , Jakarta has boosted the number of troops and police in the resource-rich province to more than 45,000 from 38,000 .",0,1772,POS,0.7172867059707642,NEU,0.5137363076210022
"In interviews with engineers , most of whom have not spoken publicly until now , the lines of discord between NASA 's engineers and managers are evident .","In interviews with numerous engineers , most of whom have not spoken publicly until now , the lines of discord between NASA 's engineers and managers stand out in stark relief .",1,1774,NEG,0.8398844599723816,NEU,0.7964300513267517
A suburban Chicago man was arrested Wednesday on charges of secretly gathering information on Iraqi opposition figures as an unregistered agent of Saddam Hussein 's intelligence service .,The FBI arrested a suburban Chicago man Wednesday and charged him with secretly collecting information on individuals in the United States who opposed Saddam Hussein 's Iraqi government .,1,1775,NEG,0.7109187245368958,NEU,0.7040887475013733
The parents want her kept alive ; her husband says she never wanted to be kept alive artificially .,Michael Schiavo has argued that his wife never wanted to be kept alive artificially .,0,1795,NEU,0.7631790041923523,NEG,0.7419242262840271
ISC and NASCAR officials declined to comment .,NASCAR officials could not be reached for comment Tuesday .,0,1802,NEU,0.5502461194992065,NEG,0.5697900652885437
"Its shares fell 71 cents , or 3.5 percent , in after-hours trading to $ 19.55 .","The stock had risen 63 cents , or 3 percent , to close at $ 20.26 in regular-session Nasdaq trading .",0,1805,NEG,0.7959749698638916,POS,0.5156586170196533
"Fanned by the hot , dry Santa Ana winds and minimal humidity , major fires were raging in at least 10 places , having already burned nearly 80 937 hectares .","Those hot , dry Santa Ana winds and minimal humidity created optimal conditions for raging fires in at least 10 places that have already burned nearly 200,000 acres .",1,1810,NEG,0.8683034181594849,NEU,0.6959479451179504
"Since March 11 , when the market 's major indexes were at their lowest levels since hitting multi-year lows in October , the Nasdaq has barreled back 21.2 percent .","Since March 11 , when the market 's major indices were at their lowest levels since hitting multi-year lows in October , the tech-laden Nasdaq has climbed nearly 20 per cent .",1,1814,NEU,0.78702712059021,POS,0.7153550386428833
"In September , a 27-year-old Singapore researcher contracted SARS while working in a laboratory .","In a case in August , a 27-year-old laboratory worker in Singapore developed SARS .",1,1815,NEG,0.6846398115158081,NEU,0.6476948857307434
""" Accordingly , there needs to be more on the horizon than simply winning a war against terrorism .",""" There must be more on the horizon than simply winning a war against terrorism , "" namely , a "" promise of a better and fairer world . """,0,1831,NEU,0.9143587350845337,POS,0.7017501592636108
"The hot technologies -- networking , storage and wireless products -- will be front and center this week .","Storage , networking and wireless products will be prevalent at the show .",1,1832,POS,0.7392602562904358,NEU,0.7957081198692322
"But when no justice announced a retirement when the court 's term ended in June , it was seen as making those efforts moot .","But when neither Justice O 'Connor nor any other justice announced a retirement when the court 's term ended in June , it was widely seen as making those campaigns moot .",1,1836,NEG,0.7469437122344971,NEU,0.6035396456718445
"Californias rate was 6.4 percent , down from a revised 6.7 percent in August and also down from the 6.7 percent posted in September 2002 .","The statewide unemployment rate fell to 6.4 percent , down from a revised 6.7 percent in August .",0,1838,NEU,0.7287114262580872,NEG,0.7062886357307434
""" We do not use service members as guinea pigs , "" William Winkenwerder , assistant secretary of defense for health affairs , told a Pentagon briefing .",""" We stand behind this program , "" said Dr. William Winkenwerder , assistant secretary of defense for health affairs .",0,1846,NEU,0.8674319386482239,POS,0.825161874294281
""" Any decision on Charleroi will have huge implications for regional airports in France , "" he said .",""" A bad decision on Charleroi would have huge implications for state-owned regional airports in France .",1,1857,NEU,0.9296769499778748,NEG,0.8933919072151184
The shooting happened at 5 : 30 a.m. in the living room of the home the extended family shared on the city 's westside .,The shootings happened at 5 : 30 a.m. in the living room of the home that the extended family shared on Gary 's west side .,1,1862,NEU,0.8049941062927246,NEG,0.630535364151001
"Others rushed up the aisle to vocally protest the remarks , and one student tossed his cap and gown to the stage before leaving .","A few tried to rush the podium , and at least one graduate tossed his cap and gown to the stage before leaving .",1,1883,NEG,0.7318859100341797,NEU,0.893858015537262
The American conservatives are clearly in the minority within the Episcopal Church .,The letter indicates the Vatican 's interest in bolstering conservatives within the Episcopal Church .,0,1889,NEU,0.8347898721694946,POS,0.682919979095459
"Cardenas and Estrada , who is on trial for economic plunder , have denied any involvement .","Mr Estrada , who is in prison , has denied any involvement in the mutiny .",0,1906,NEG,0.6824090480804443,NEU,0.5153003931045532
"The number of passengers aboard was not known and may never be , since ferry operators rarely keep full passenger lists .",The exact number of passengers on the ferry was not known and may never be determined because ferry operators typically do not keep accurate passenger manifests .,1,1907,NEU,0.6310495734214783,NEG,0.6805960536003113
More than 6 percent of men on the drug developed high-grade tumors compared with 5.1 percent on placebo .,"They found that 6.4 percent of men on finasteride had high-grade tumors , compared to 5.1 percent taking a placebo .",1,1908,NEG,0.7139739394187927,NEU,0.6556694507598877
"The government identified the alleged hijackers as Francisco Lamas Carón , 29 , Luis Alberto Suarez Acosta , 22 , and Yosvani Martínez Acosta , 27 .","The ministry said the hijackers Francisco Lamas Caron , 29 ; Luis Alberto Suarez Acosta , 22 ; and Yosvani Martinez Acosta , 27 , shot themselves for unknown reasons .",0,1917,NEU,0.9366934895515442,NEG,0.8877193927764893
"The Satellite 's 17-inch panel offers a maximum resolution of 1,440 by 900 pixels , Toshiba said .","The new P25-S507 sports a 17-inch display with a resolution of 1,440 pixels by 900 pixels the same as Apples PowerBook .",0,1925,POS,0.5069884061813354,NEU,0.7579913139343262
"Because of that , the family had kept him from the home over the objections of the grandmother , police said .","Because of that , the family had run him out of the house over the objections of the grandmother and he was living on the street .",0,1933,NEU,0.7646970152854919,NEG,0.650941789150238
"She also thanked her boyfriend , Sgt. Ruben Contreras , who was sitting next to the stage .","And she has a boyfriend , officials said : Sgt. Ruben Contreras , who sat with her family today .",0,1939,POS,0.9574422240257263,NEU,0.975115180015564
Federal offices were to remain closed for a second day overnight ( Friday US time ) .,"The Government shut down in Washington , and federal offices were to remain closed yesterday .",1,1940,NEU,0.658843994140625,NEG,0.8610988259315491
"The Dow Jones industrial average closed down 18.06 , or 0.2 per cent , at 9266.51 .","The blue-chip Dow Jones industrial average < .DJI > slipped 44.32 points , or 0.48 percent , to 9,240.25 .",1,1949,NEU,0.8975213766098022,NEG,0.6377885341644287
"Witnesses from Malaysia will testify Thursday in the treason trial of cleric Abu Bakar Bashir , said to be the leader of terrorist group Jemaah Islamiyah .",The secrecy surrounding terrorist group Jemaah Islamiyah was again smashed when witnesses from Malaysia testified in the treason trial of Abu Bakar Bashir .,0,1962,NEU,0.8804283142089844,NEG,0.6500594615936279
"In March , 67 percent connected through cable , up from 63 percent a year earlier .","By March 2003 , 67 percent of broadband users connected using cable modems , compared with 28 percent using D.S.L.",0,1965,POS,0.6709276437759399,NEU,0.7496985793113708
"Hormone replacement therapy that combines estrogen and progestin doubles a woman 's risk of breast cancer , a British study of more than a million women has found .","A major British study has added to the evidence that hormone replacement therapy increases the risk of breast cancer , especially when women receive a combination of estrogen and progestin .",1,1984,NEU,0.5570914149284363,NEG,0.7949848771095276
"He added that we are "" not going to make progress if we don 't broaden the tent . """,He added Democrats are not going to make progress if we dont broaden the tent .,1,1994,NEU,0.6147094368934631,NEG,0.895338773727417
"By 2040 , the county 's population is expected to be 985,066 , compared to the 2000 population of 860,454 .","Through 2040 , Indiana 's population is expected to increase by about 19 percent , to more than 7.2 million people .",0,1998,NEU,0.8777161240577698,POS,0.7189626693725586
He also reaffirmed his wish to resolve the North Korean nuclear crisis peacefully .,But the North Korean nuclear crisis has dominated his time in office .,0,2021,POS,0.6908053755760193,NEU,0.7430738210678101
""" Everything was decided in advance , "" said one of the men , Thierry Falise , a Belgian photographer , as he arrived in Bangkok .",""" It was a total mockery of justice , a parody , "" said Thierry Falise , a Belgian photographer , as he arrived here .",0,2023,NEU,0.9613248109817505,NEG,0.9427619576454163
"Likewise , the 30-year bond < US30YT = RR > slid 1-11 / 32 for a yield of 4.38 percent , up from 4.30 percent .","The 30-year bond US30YT = RR jumped 20 / 32 , taking its yield to 4.14 percent from 4.18 percent .",0,2025,NEU,0.9406525492668152,POS,0.564822793006897
"Not only is this the oldest known planet , it 's also the most distant .",Astronomers have found the oldest and most distant planet known in the universe .,1,2034,NEU,0.8199061155319214,POS,0.7062838077545166
"When asked where the weapons were , Rice said : ' ' This is a program that was built for concealment .",""" The fact is , this was a program that was built for concealment .",0,2035,NEU,0.8571963310241699,NEG,0.6350392699241638
"United Nations inspectors have discovered traces of highly enriched uranium near an Iranian nuclear facility , heightening worries that the country may have a secret nuclear weapons program .","NITED NATIONS , Aug. 26 International inspectors have found traces of highly enriched uranium at an Iranian facility , according to a new confidential report distributed today .",0,2037,NEG,0.8303205370903015,NEU,0.9107597470283508
"Dynes will get $ 395,000 a year , an increase over Atkinson 's current salary of $ 361,400 .","In his new position , Dynes will earn $ 395,000 , a significant increase over Atkinson 's salary of $ 361,400 .",1,2039,NEU,0.7260332107543945,POS,0.778883159160614
Qualcomm has enjoyed many years of selling CDMA chips against little or no competition .,""" Qualcomm has enjoyed many years of selling ... against little or no competition , "" Hubach said in the statement .",1,2041,POS,0.823603630065918,NEU,0.679131031036377
"Sovereign 's shares lost 74 cents , or 4.5 % , to $ 15.68 .","Sovereign shares closed on the New York Stock Exchange at $ 15.68 , down 74 cents , or 4.5 percent .",1,2045,NEG,0.8792282938957214,NEU,0.8838610053062439
"During the fiscal second quarter , Cisco earned $ 991 million , or 14 cents a share , on sales of $ 4.7 billion .","Cisco reported earnings of $ 987 million , or 14 cents a share , on revenue of $ 4.62 billion for the quarter ending in April .",1,2048,POS,0.6688617467880249,NEU,0.689130961894989
The appeals court hearing comes at a sensitive time for Microsoft .,The appeals court has generally proved a favorable venue for Microsoft .,0,2049,NEU,0.9447970986366272,POS,0.947891354560852
The remains of three illegal immigrants were found Tuesday in a sweltering railroad car after fellow immigrants escaped and left behind their weakened companions .,"Three undocumented immigrants were found dead inside a railroad hopper car Tuesday , two days after fellow immigrants escaped the sweltering car and left behind their weakened companions .",1,2050,NEU,0.4987329840660095,NEG,0.9533155560493469
""" Arifin has disclosed to the I.S.D. that he is involved with a group of like-minded individuals in planning terrorist attacks against certain targets in Thailand , "" the statement said .",""" Arifin has disclosed . . . that he is involved with a group of like-minded individuals in planning terrorist attacks against certain targets in Thailand .",1,2054,NEU,0.7955241203308105,NEG,0.7174624800682068
""" No data exists to indicate that the situation with repair stations poses a safety concern . ""","However , FAA spokeswoman Kathleen Bergen said no data indicate that the situation poses safety problems .",1,2058,NEU,0.5531898140907288,NEG,0.5203794240951538
"Combined , the companies will have about $ 2.8 billion in annual revenues , 13,000 employees and more than 11,000 customers in 150 countries .","The deal creates a company with about $ 2.8bn in annual revenues with 13,000 employees and 11,000 customers .",0,2061,POS,0.6630702614784241,NEU,0.7716602087020874
Cubs manager Dusty Baker sees his slugger struggling .,""" Tonight he was an offensive catcher , "" Cubs manager Dusty Baker said .",0,2073,NEG,0.566815972328186,NEU,0.9496652483940125
"His 1996 Chevrolet Tahoe was found abandoned in a Virginia Beach , Va . , parking lot June 25 .","His sport utility vehicle was found June 25 , abandoned without its license plates in Virginia Beach , Va .",1,2075,NEU,0.6777854561805725,NEG,0.5846953988075256
"Without comment , the court declined to hear suspended Alabama Chief Justice Roy Moore 's appeals .",The defeat for suspended Alabama Chief Justice Roy Moore was expected .,0,2076,NEU,0.5007080435752869,NEG,0.7869488000869751
"The Modesto Bee and NBC were notified their calls had been intercepted , Goold said .",Journalists were not the only people notified that their phone calls had been intercepted .,0,2079,NEU,0.6400386095046997,NEG,0.7727436423301697
"Variable annuity sales were $ 4.2 billion , 82 percent higher than a year ago .",Variable annuity sales surged 82 percent to $ 4.2 billion .,0,2088,NEU,0.4994944632053375,POS,0.9142699837684631
"UBS Warburg downgraded Altria , a Dow member , to "" neutral "" from "" buy , "" based on valuation .","It fell 0.5 percent after UBS downgraded it to "" neutral "" from "" buy , "" citing valuation .",0,2094,NEU,0.9546204805374146,NEG,0.678321361541748
"The A920 comes with a printer , scanner , and copier for $ 89 .","Dell 's Personal All-in-One A920 is an entry-level device that combines printer , scanner and copier functions for $ 89 .",1,2097,NEU,0.8271472454071045,POS,0.6664096117019653
"Even after he turned 94 , Lacy worked to change baseball .","Even into his 90s , Lacy worked to change the game of baseball .",1,2101,NEU,0.5925398468971252,POS,0.831662118434906
Shares of Coke were up 6 cents at $ 44.42 in afternoon trading Wednesday on the New York Stock Exchange .,Shares of Coke were down 26 cents to close at $ 44.10 on the New York Stock Exchange .,0,2109,NEU,0.6906850934028625,NEG,0.7520650029182434
"Last year , the board raised rents by 2 percent on one-year renewals , 4 percent on two-year leases .","For lofts , the board proposed increases of 4 percent for one-year leases and 7 percent for two-year renewals .",1,2112,NEG,0.5830482840538025,NEU,0.9498807787895203
"The broader Standard & Poor 's 500 Index < .SPX > eased 7.57 points , or 0.76 percent , at 990.94 .","The technology-laced Nasdaq Composite Index was down 25.36 points , or 1.53 percent , at 1,628.26 .",0,2113,NEU,0.7637542486190796,NEG,0.5151920318603516
South Africa has the world 's highest caseload with 4.7 million people infected with HIV or AIDS .,"With 4.7 million people infected with HIV or AIDS , South Africa has the world 's highest AIDS caseload .",1,2114,NEG,0.8353259563446045,NEU,0.5011467933654785
Cordiant has been on the block since it lost the key Allied Domecq account in April .,"Cordiant has been a target since it lost a crucial client , Allied Domeq , in April .",1,2115,NEU,0.7826516032218933,NEG,0.8667828440666199
"Graham , a presidential candidate , was criticized by several Republicans as ' ' politicizing ' ' the report .","Graham , who co-chaired the inquiry , is a presidential candidate .",0,2123,NEG,0.699617862701416,NEU,0.8521261215209961
The Belgian probe centred on allegations that certain cereals firms were tipped off about prices two hours before they were officially available .,He said the allegations were that certain cereals companies were tipped off to grain prices two hours before they were officially available .,1,2135,NEU,0.5988940000534058,NEG,0.5245143175125122
"They said they also seized several items which might be linked to ritual killing , including an animal 's skull with a nail driven through it .","Among the evidence seized by detectives was an animal skull with a nail driven through its head , which may have been used in a "" black magic "" ceremony .",1,2136,NEG,0.9510237574577332,NEU,0.6780210733413696
Dealers said the yen was also undermined by falling Japanese interest rates .,Dealers said the dollar also drew some support due to falling Japanese interest rates .,1,2138,NEG,0.8241006731987,NEU,0.8408125638961792
"Fighting has continued sporadically in the west , where it is complicated by the presence of battle-hardened Liberians on both sides .",Both are in the cocoa-growing west of the world 's top producer in a region where fighting is complicated by the presence of Liberians on both sides .,0,2140,NEG,0.6661216616630554,NEU,0.5741223692893982
"The Globe reported that Smiledge hasn 't spoken with his son , Joseph Druce , in eight years .",Smiledge said he hasn 't spoken with his son in eight years and wants nothing to do with him .,0,2141,NEU,0.6956070065498352,NEG,0.8469033241271973
"On Oct. 10 , an 18-year-old freshman member of the men 's swim team jumped from the same 10th-floor ledge .","On Oct. 10 , an 18-year-old freshman from Dayton , Ohio , climbed over the same 10th-floor ledge and plunged to his death .",1,2146,NEU,0.9724001288414001,NEG,0.7262647747993469
""" If that ain 't a Democrat , then I must be at the wrong meeting , "" he said to a standing ovation .","And if that ain 't a Democrat , then I must be in the wrong meeting , "" he said to thunderous applause from his supporters .",1,2153,NEG,0.5110974907875061,NEU,0.7065285444259644
"Egyptologists cast doubt Tuesday on an expedition 's claim that it may have found the mummy of Queen Nefertiti , one of the best-known ancient Egyptians .","Egyptologists think they may have identified the long-sought mummy of Queen Nefertiti , one of the ancient world 's legendary beauties .",0,2162,NEU,0.9245293736457825,POS,0.7402363419532776
"IBM stock rose $ 1.75 , to $ 84.50 , on the New York Stock Exchange .","IBM shares closed up $ 1.75 , or 2.11 percent , at $ 84.50 on the New York Stock Exchange .",1,2164,POS,0.7941030859947205,NEU,0.8806685209274292
""" If these loss reductions continue as expected , further rate reductions should be ordered . ""","If those loss reductions continue , further rate reductions should be ordered , Bordelon said .",1,2174,NEG,0.8205299377441406,NEU,0.6442831158638
"The blue-chip Dow Jones industrial average .DJI climbed 179.97 points , or 2.09 percent , to 8,781.35 , ending at its highest level since mid-January .","The blue-chip Dow Jones industrial average .DJI tacked on 97 points , or 1.14 percent , to 8,699 .",0,2179,POS,0.8536861538887024,NEU,0.930496335029602
"And in the Muslim world , Osama bin Laden is becoming more of a hero , not less of one .","And in the Muslim world , Osama bin Laden , the missing leader of the al-Qaida terrorist network , is becoming more of a hero , not less of one .",1,2180,POS,0.8641878366470337,NEU,0.5317834615707397
"In a major setback to consumers , a federal judge granted the government 's request Thursday to shut down a company that helps customers buy cheaper prescription drugs from Canada .","A federal judge Thursday granted a request by the Food and Drug Administration to shut down Rx Depot , a popular Internet company that sells cheaper prescription drugs from Canada .",1,2182,NEG,0.9118025302886963,NEU,0.9257910847663879
Intel plans to present a paper on its findings today at a conference in Japan .,The breakthrough technology was presented by Intel scientists at a conference in Japan .,1,2189,NEU,0.852027416229248,POS,0.8103024959564209
The Illinois Supreme Court dismissed the case .,The Supreme Court agreed Monday in Illinois vs. Telemarketing Associates .,0,2192,NEG,0.5299244523048401,NEU,0.9425643682479858
"Coupling , an American version of a hit British comedy , will get the valuable Thursday 9 : 30 p.m. time slot .","Coupling , an American version of a hit British comedy , will couple with Friends on Thursdays .",1,2193,POS,0.5000987648963928,NEU,0.6999112367630005
"Disney has repeatedly said the "" safety and enjoyment "" of its guests were the reasons the company wanted the no-fly zones , and wants them maintained .","Disney spokeswoman Rena Callahan said the "" safety and enjoyment "" of its guests were the only reasons the company wanted the no-fly zones , and wants them kept in place .",1,2195,POS,0.6114075183868408,NEU,0.5635209083557129
"Shares of Pleasanton-based PeopleSoft rose 4 cents , to $ 16.96 , in Monday trading on the Nasdaq Stock Market .",PeopleSoft shares were up 4 cents at $ 16.96 in late morning trade on the Nasdaq .,1,2208,POS,0.6700245141983032,NEU,0.679618775844574
Heatley was sixth in the league in goals last season with 41 and ninth in points with 89 .,Heatley led Atlanta in scoring last season with a team-record 41 goals and 48 assists .,0,2216,NEU,0.9492865800857544,POS,0.6092698574066162
July 18 : Hurlbert files a single count of felony sexual assault against Bryant .,"Bryant , 24 , has been charged with felony sexual assault .",0,2220,NEU,0.6498986482620239,NEG,0.8800749778747559
"The broader Standard & Poor 's 500 Index .SPX fell 3 points , or 0.30 percent , to 995 .","The technology-laced Nasdaq Composite Index < .IXIC > added 1.92 points , or 0.12 percent , at 1,647.94 .",0,2246,NEG,0.5079599022865295,NEU,0.9333425760269165
"Andy Savage , who is representing Renee Britt , asked the jurors to "" give her a fair shake .","Andy Savage , who is representing Renee Britt , said she is undereducated and has some mental problems herself .",0,2256,NEU,0.9735772013664246,NEG,0.9423681497573853
"The WWF also thinks a further 13,000 animals are being caught every year around the Straits of Gibraltar and in nearby areas .","According to WWF , a further 13,000 individuals are estimated to be caught around the Straits of Gibraltar and in neighboring zones .",1,2259,NEG,0.572536289691925,NEU,0.9441467523574829
The single currency dropped to 136.94 yen compared with its late U.S. level of 137.64 .,"Against the Japanese currency , the euro was at 136.06 yen compared with the late New York level of 136.03 / 14 .",1,2268,NEG,0.5179462432861328,NEU,0.9584159255027771
"Mizuho 's ( JP : 8411 : news , chart , profile ) shares closed up 3,500 yen , or 4.8 percent , to 76,800 yen .","Mitsubishi Tokyo Financial ( JP : 8306 : news , chart , profile ) lost 2.6 percent to 444,000 yen .",0,2275,NEU,0.9239712953567505,NEG,0.5751233100891113
"A demolitions expert for JI , al-Ghozi was arrested in Manila in January 2002 .",Al-Ghozi was arrested in Manila in January 2002 while on a mission to buy explosives for bombing targets in Singapore .,0,2293,NEU,0.632340133190155,NEG,0.8073434829711914
Nissan North America announced yesterday that it will spend $ 250 million to expand its Smyrna assembly plant to bring production of the Pathfinder sport utility vehicle to Tennessee .,"Nissan North America Inc. said Wednesday it was moving production of the Pathfinder sport utility vehicle to Tennessee , adding 800 jobs .",0,2304,POS,0.5011311173439026,NEU,0.5050076842308044
"Of 456 women who had experienced stress , 24 ( 5.3 % ) had developed breast cancer .","Of the unstressed women , 23 developed breast cancer and 871 did not .",0,2323,NEG,0.6398218870162964,NEU,0.9087002277374268
Taiwan reported 18 additional cases giving it a total of 149 cases and 13 deaths .,"On Thursday , Taiwan reported 131 suspected cases of the disease -- up 11 cases from a day earlier .",0,2330,NEG,0.8281531929969788,NEU,0.9217308759689331
"Microsoft said Friday that it is halting development of future Macintosh versions of its Internet Explorer browser , citing competition from Apple Computer 's Safari browser .","Microsoft will stop developing versions of its Internet Explorer browser software for Macintosh computers , saying that Apple 's Safari is now all that Apple needs .",1,2333,NEG,0.6199581027030945,NEU,0.5578298568725586
"New cases of SARS might continue to appear , the authors write ominously , "" until the stratospheric supply of the causative agent becomes exhausted . ""","New cases might continue to appear until the stratospheric supply of the causative agent becomes exhausted , they said .",1,2335,NEG,0.7689977884292603,NEU,0.6533904075622559
He transferred another 10 million shares to a charitable trust and these shares were also liquidated .,"A further 10 million shares were transferred to a charitable trust , after which they were also sold .",1,2342,NEG,0.6660686731338501,NEU,0.9639248251914978
A beauty contest to be held in Italy next week may be the first for pixel-perfect pin-ups .,A new beauty contest kicking off in Italy next week will give pixel-perfect pin-ups the chance to steal sultry Sophia 's sex-symbol status .,0,2358,POS,0.7109295725822449,NEU,0.7963078022003174
"Some 175 million shares traded on the Big Board , a 7 percent increase from the same time a week ago .","Some 1.6 billion shares traded on the Big Board , a 17 percent increase over the three-month daily average .",0,2362,NEU,0.5735828876495361,POS,0.5982351899147034
"On Monday , the Dow declined 5.25 , or 0.1 percent , at 8,983.80 , having shed 2.3 percent last week .","In early trading , the Dow Jones industrial average was down 39.94 , or 0.4 percent , at 8,945.50 , having slipped 3.61 points Monday .",1,2372,NEG,0.5026658177375793,NEU,0.5485297441482544
"The vulnerability affects NT 4.0 , NT 4.0 Terminal Services Edition , Windows 2000 , Windows XP and Windows Server 2003 .","They said it affects all default installations of Windows 2000 , Windows XP and Windows 2003 Server .",0,2373,NEG,0.5356177091598511,NEU,0.8187637329101562
"Rep. Peter Deutsch , D-Fla . , criticized the FDA 's efforts in Florida .","Peter Deutsch , D-Fla . , said he wanted to congratulate the FDA .",0,2378,NEU,0.6644498705863953,POS,0.9596079587936401
Freddie Mac shares were down more than 16 per cent at $ 50.18 at midday yesterday .,"Freddie Mac shares were off $ 7.87 , or 13.2 percent , at $ 52 in midday trading on the New York Stock Exchange .",1,2391,NEG,0.8952928185462952,NEU,0.9350687265396118
"Making jokes about a mistake like that , that 's not something good people do .",""" They feel so happy making jokes about a mistake like that , "" Sosa said .",0,2405,NEG,0.9697554707527161,NEU,0.686813235282898
"The woman was hospitalized June 15 , Kansas health officials said .",Missouri health officials said he had not been hospitalized and is recovering .,0,2407,NEU,0.574317455291748,POS,0.5506728887557983
"The government said FirstEnergy Nuclear determined that a contractor had established an unprotected high-speed computer connection to its corporate network that allowed the "" Slammer "" infection to spread internally .",It said FirstEnergy determined that a contractor had established an unprotected computer connection to its corporate network that allowed the so-called ``Slammer ' ' worm to spread internally .,1,2411,NEG,0.5840990543365479,NEU,0.6253891587257385
"The stalemate , over less than 1 percent of the budget , is more about politics than policy .",The stalemate involved less than 1 percent of the budget and had little to do with policy but everything to do with politics .,1,2422,NEG,0.7529204487800598,NEU,0.8015003204345703
"The 30-year bond US30YT = RR jumped 20 / 32 , taking its yield to 4.14 percent from 4.18 percent .",The 30-year bond US30YT = RR dipped 14 / 32 for a yield of 4.26 percent from 4.23 percent .,0,2430,POS,0.564822793006897,NEU,0.9133738279342651
That means Democrats can block any Supreme Court nominee through a filibuster if they can get 40 of their members to agree .,But Democrats can block any potential nominee through a filibuster if they can get 41 votes .,1,2433,NEU,0.610654890537262,NEG,0.6621745228767395
"Take-Two also defended its right to create a "" realistic "" game for an adult audience .","The company also defended its right to "" create a video game experience with a certain degree of realism . """,1,2436,NEU,0.585993230342865,POS,0.5556323528289795
"If the deal is approved , EMC will operate Legato as a software division of EMC headquartered in Mountain View , Calif .",EMC intends to operate Legato as a software division of EMC from Legato 's current base in California .,0,2437,POS,0.5711215138435364,NEU,0.8161997199058533
"This means Berlusconi will be safe from prosecution until he leaves elected office , scheduled for 2006 .","This means Berlusconi will be safe from prosecution until his term ends in 2006 , unless his government falls before then .",0,2444,POS,0.6280903816223145,NEU,0.6739485263824463
"Adults , who were shy as toddlers , had stronger brain activity in a part of the brain associated with coyness .","When shown pictures of unfamiliar faces , adults who were shy toddlers showed a relatively high level of activity in a part of the brain called the amygdala .",0,2447,POS,0.6323111057281494,NEU,0.7860778570175171
"The center 's president , Joseph Torsella , was struck on the head but was able to walk to an ambulance .",National Constitution Center President Joseph Torsella was hit in the head and knocked to his knees .,0,2449,NEU,0.8258888721466064,NEG,0.9226228594779968
"Aspen Technology 's shares dropped 74 cents , or 23 percent , to close at $ 2.48 on the Nasdaq .","In afternoon trading , Aspen 's shares were off 89 cents or more than 27 percent at $ 2.33 per share .",1,2455,NEG,0.6124206781387329,NEU,0.9129857420921326
"Earlier Thursday , PeopleSoft formally rejected the unsolicited bid from Oracle .","Thursday morning , PeopleSoft 's board rejected the Oracle takeover offer .",1,2478,NEU,0.5160648822784424,NEG,0.6265537738800049
"Boeing shares fell 3.5 percent to close at $ 27.62 on the New York Stock Exchange , while Lockheed slipped 1.4 percent to $ 49.50 .","Boeing shares fell 95 cents , or 3.3 percent , to $ 27.67 at 3 : 30 p.m. in New York Stock Exchange composite trading .",0,2485,NEU,0.4981038570404053,NEG,0.7543115019798279
""" But I do question the motives of a deskbound president who assumes the garb of a warrior for the purposes of a speech . ""","Byrd , speaking from the Senate floor , said he questioned "" the motives of a deskbound president who assumes the garb of a warrior for purposes of a speech . """,0,2510,NEG,0.7995928525924683,NEU,0.6962684988975525
Tampering with medicine has been so lucrative that many of those arrested lived in million-dollar homes .,"Tampering with medicine apparently was so lucrative , investigators said , that many of the suspects lived in million-dollar homes .",1,2513,NEG,0.6539344787597656,NEU,0.6447647213935852
"The search feature works with around 120,000 titles from 190 publishers , which translates into some 33 million pages of searchable text .","The feature , which has the approval of book publishers , puts some 33 million pages of searchable text at the disposal of Amazon.com shoppers .",1,2524,NEU,0.7912518978118896,POS,0.6119280457496643
""" Fighting continued until midnight , "" western rebel commander Ousmane Coulibaly told Reuters by satellite phone on Sunday .",""" They ransacked and burned the two villages completely , "" rebel commander Ousmane Coulibaly told Reuters by satellite phone from the bush .",0,2527,NEU,0.7194967865943909,NEG,0.9277546405792236
"In Britain , temperatures threatened to top the 37.1 C ( 98.8 F ) all-time high .",Western and southwestern Germany were expected to see temperatures hit 38 C ( 100.4 F ) .,0,2534,NEG,0.890523374080658,NEU,0.9374584555625916
